NameCode,Scientific,CurrentPLANTSCode,GrowthHabit,GrowthHabitSub,Duration,Nonnative,Invasive,GrowthHabitSub2
OECEA2,Oenothera cespitosa var. australis,OEBR,NonWoody,Forb,Perennial,NATIVE,,Forb
OECA10,Oenothera caespitosa,OECA10,NonWoody,Forb,Perennial,NATIVE,,Forb
OECO2,Oenothera coronopifolia,OECO2,NonWoody,Forb,Perennial,NATIVE,,Forb
OEDE2,Oenothera deltoides,OEDE2,NonWoody,Forb,Annual,NATIVE,,Forb
OEDEP,Oenothera deltoides subsp. piperi,OEDEP,NonWoody,Forb,Annual,NATIVE,,Forb
GAURA,Gaura,OENOT,NonWoody,Forb,Perennial,NATIVE,,Forb
OENOT,Oenothera,OENOT,NonWoody,Forb,Perennial,NATIVE,,Forb
OEPA,Oenothera pallida,OEPA,NonWoody,Forb,Perennial,NATIVE,,Forb
OEPR,Oenothera primiveris,OEPR,NonWoody,Forb,Annual,NATIVE,,Forb
OESU3,Oenothera suffrutescens,OESU3,NonWoody,Forb,Perennial,NATIVE,,Forb
OLDO,Olsynium douglasii,OLDO,NonWoody,Forb,Perennial,NATIVE,,Forb
OLDOI,Olsynium douglasii var. inflatum,OLDOI,NonWoody,Forb,Perennial,NATIVE,,Forb
OLRI,Oligoneuron rigidum,OLRI,NonWoody,Forb,Perennial,NATIVE,,Forb
ONAC,Onopordum acanthium,ONAC,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
ONAC2,Onopordum acaulon,ONAC2,NonWoody,Forb,Annual,ABSENT,,Forb
ONOBR,Onobrychis,ONOBR,NonWoody,Forb,Perennial,EXOTIC,,Forb
ONVI,Onobrychis viciifolia,ONVI,NonWoody,Forb,Perennial,EXOTIC,INVASIVE,Forb
OPBA2,Opuntia basilaris,OPBA2,Woody,Succulent,Perennial,NATIVE,,Shrub
OPCH,Opuntia chlorotica,OPCH,Woody,Succulent,Perennial,NATIVE,,Shrub
OPEN3,Opuntia engelmannii,OPEN3,Woody,Succulent,Perennial,NATIVE,,Shrub
OPFR,Opuntia fragilis,OPFR,Woody,Succulent,Perennial,NATIVE,,Shrub
OPFRF,Opuntia fragilis var. fragilis,OPFR,Woody,Succulent,Perennial,NATIVE,,Shrub
OPMA2,Opuntia macrorhiza,OPMA2,Woody,Succulent,Perennial,NATIVE,,Shrub
OPMA8,Opuntia macrocentra,OPMA8,Woody,Succulent,Perennial,NATIVE,,Shrub
OPMAM3,Opuntia macrorhiza var. macrorhiza,OPMAM3,Woody,Succulent,Perennial,NATIVE,,Shrub
OPPH,Opuntia phaeacantha,OPPH,Woody,Succulent,Perennial,NATIVE,,Shrub
OPPO,Opuntia polyacantha,OPPO,Woody,Succulent,Perennial,NATIVE,,Shrub
OPPOE,Opuntia polyacantha var. erinacea,OPPOE,Woody,Succulent,Perennial,NATIVE,,Shrub
OPPOP,Opuntia polyacantha var. polyacantha,OPPOP,Woody,Succulent,Perennial,NATIVE,,Shrub
OPUNT,Opuntia,OPUNT,Woody,Succulent,Perennial,NATIVE,,Shrub
ORAS,Oryzopsis asperifolia,ORAS,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ORCO4,Orobanche cooperi,ORCO4,NonWoody,Forb,Annual,NATIVE,,Forb
ORCO5,Orobanche corymbosa,ORCO5,NonWoody,Forb,Annual,NATIVE,,Forb
ORCU,Orthocarpus cuspidatus,ORCU,NonWoody,Forb,Annual,NATIVE,,Forb
OREOC,Oreochrysum,OREOC,NonWoody,Forb,Perennial,NATIVE,,Forb
ORFA,Orobanche fasciculata,ORFA,NonWoody,Forb,Annual,NATIVE,,Forb
ORLI,Orogenia linearifolia,ORLI,NonWoody,Forb,Perennial,NATIVE,,Forb
ORLU2,Orthocarpus luteus,ORLU2,NonWoody,Forb,Annual,NATIVE,,Forb
ORLUM,Orobanche ludoviciana subsp. multiflora,ORLUM,NonWoody,Forb,Annual,NATIVE,,Forb
ORPA3,Oreochrysum parryi,ORPA3,NonWoody,Forb,Perennial,NATIVE,,Forb
ORPU2,Orthocarpus purpureoalbus,ORPU2,NonWoody,Forb,Annual,NATIVE,,Forb
ORSE,Orthilia secunda,ORSE,NonWoody,Forb,Perennial,NATIVE,,Forb
ORTE2,Orthocarpus tenuifolius,ORTE2,NonWoody,Forb,Annual,NATIVE,,Forb
ORTHO,Orthocarpus,ORTHO,NonWoody,Forb,Annual,NATIVE,,Forb
ORTO,Orthocarpus tolmiei,ORTO,NonWoody,Forb,Annual,NATIVE,,Forb
ORUN,Orobanche uniflora,ORUN,NonWoody,Forb,Annual,NATIVE,,Forb
ORVU,Origanum vulgare,ORVU,NonWoody,Forb,Perennial,EXOTIC,,Forb
ORYZO,Oryzopsis,ORYZO,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
OSBE,Osmorhiza berteroi,OSBE,NonWoody,Forb,Perennial,NATIVE,,Forb
OSDE,Osmorhiza depauperata,OSDE,NonWoody,Forb,Perennial,NATIVE,,Forb
OSMOR,Osmorhiza,OSMOR,NonWoody,Forb,Perennial,NATIVE,,Forb
OSOC,Osmorhiza occidentalis,OSOC,NonWoody,Forb,Perennial,NATIVE,,Forb
OXAC4,Oxytenia acerosa,OXAC4,Woody,SubShrub,Perennial,NATIVE,,Shrub
OXBE2,Oxytropis besseyi,OXBE2,NonWoody,Forb,Perennial,NATIVE,,Forb
OXCA4,Oxytropis campestris,OXCA4,NonWoody,Forb,Perennial,NATIVE,,Forb
OXDE,Oxytheca dendroidea,OXDE,NonWoody,Forb,Annual,NATIVE,,Forb
OXLA2,Oxytropis lagopus,OXLA2,NonWoody,Forb,Perennial,NATIVE,,Forb
OXLA3,Oxytropis lambertii,OXLA3,NonWoody,Forb,Perennial,NATIVE,,Forb
OXPO,Oxytropis podocarpa,OXPO,NonWoody,Forb,Perennial,NATIVE,,Forb
OXSE,Oxytropis sericea,OXSE,NonWoody,Forb,Perennial,NATIVE,,Forb
OXYTR,Oxytropis,OXYTR,NonWoody,Forb,Perennial,NATIVE,,Forb
PAAL6,Parthenium alpinum,PAAL6,NonWoody,Forb,Perennial,NATIVE,,Forb
PABR,Paeonia brownii,PABR,NonWoody,Forb,Perennial,NATIVE,,Forb
PABU,Panicum bulbosum,PABU,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PACA15,Packera cana,PACA15,NonWoody,Forb,Perennial,NATIVE,,Forb
PACA6,Panicum capillare,PACA6,NonWoody,Graminoid,Annual,NATIVE,,Graminoid
PACKE,Packera,PACKE,NonWoody,Forb,Perennial,NATIVE,,Forb
PACO11,Parthenium confertum,PACO11,NonWoody,Forb,Annual,NATIVE,,Forb
PACR5,Packera crocata,PACR5,NonWoody,Forb,Perennial,NATIVE,,Forb
PADE4,Paronychia depressa,PADE4,NonWoody,Forb,Perennial,NATIVE,,Forb
PADI11,Packera dimorphophylla,PADI11,NonWoody,Forb,Perennial,NATIVE,,Forb
PADI3,Paspalum dilatatum,PADI3,NonWoody,Graminoid,Perennial,EXOTIC,INVASIVE,Graminoid
PAFE4,Packera fendleri,PAFE4,NonWoody,Forb,Perennial,NATIVE,,Forb
PAHA,Panicum hallii,PAHA,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PAHI5,Panicum hirticaule,PAHI5,NonWoody,Graminoid,Annual,NATIVE,,Graminoid
PAIN2,Parthenium incanum,PAIN2,Woody,Shrub,Perennial,NATIVE,,Shrub
PAMU11,Packera multilobata,PAMU11,NonWoody,Forb,Perennial,NATIVE,,Forb
SEMU3,Senecio multilobatus,PAMU11,NonWoody,Forb,Perennial,NATIVE,,Forb
PAMY,Paxistima myrsinites,PAMY,Woody,Shrub,Perennial,NATIVE,,Shrub
PANE7,Packera neomexicana,PANE7,NonWoody,Forb,Perennial,NATIVE,,Forb
HOOB4,Hopia obtusa,PAOB,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PAOB,Panicum obtusum,PAOB,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PAPA20,Packera paupercula,PAPA20,NonWoody,Forb,Perennial,NATIVE,,Forb
PAPE5,Parietaria pensylvanica,PAPE5,NonWoody,Forb,Annual,NATIVE,,Forb
PAPL12,Packera plattensis,PAPL12,NonWoody,Forb,Perennial,NATIVE,,Forb
PAPS5,Packera pseudaurea,PAPS5,NonWoody,Forb,Perennial,NATIVE,,Forb
PAPU2,Paronychia pulvinata,PAPU2,NonWoody,Forb,Perennial,NATIVE,,Forb
PARON,Paronychia,PARON,NonWoody,Forb,Perennial,NATIVE,,Forb
PASCO,Pascopyrum,PASCO,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
AGSM,Agropyron smithii,PASM,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELSM3,Elymus smithii,PASM,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PASM,Pascopyrum smithii,PASM,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PASP,Palafoxia sphacelata,PASP,NonWoody,Forb,Annual,NATIVE,,Forb
PAST10,Packera streptanthifolia,PAST10,NonWoody,Forb,Perennial,NATIVE,,Forb
PATR7,Packera tridenticulata,PATR7,NonWoody,Forb,Perennial,NATIVE,,Forb
PAVI2,Panicum virgatum,PAVI2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PAWE4,Packera werneriifolia,PAWE4,NonWoody,Forb,Perennial,NATIVE,,Forb
PEAC,Penstemon acuminatus,PEAC,NonWoody,Forb,Perennial,NATIVE,,Forb
PEAL2,Penstemon albidus,PEAL2,NonWoody,Forb,Perennial,NATIVE,,Forb
PEAM,Penstemon ambiguus,PEAM,Woody,SubShrub,Perennial,NATIVE,,Shrub
PEAML2,Penstemon ambiguus var. laevissimus,PEAML2,Woody,SubShrub,Perennial,NATIVE,,Shrub
PEAN,Pectis angustifolia,PEAN,NonWoody,Forb,Annual,NATIVE,,Forb
PEAN4,Penstemon angustifolius,PEAN4,NonWoody,Forb,Perennial,NATIVE,,Forb
PEAR,Penstemon arenicola,PEAR,NonWoody,Forb,Perennial,NATIVE,,Forb
PEAR2,Penstemon aridus,PEAR2,NonWoody,Forb,Perennial,NATIVE,,Forb
PEAR6,Pediomelum argophyllum,PEAR6,NonWoody,Forb,Perennial,NATIVE,,Forb
PEBA2,Penstemon barbatus,PEBA2,NonWoody,Forb,Perennial,NATIVE,,Forb
PEBA6,Penstemon barnebyi,PEBA6,NonWoody,Forb,Perennial,NATIVE,,Forb
PEBO2,Perideridia bolanderi,PEBO2,NonWoody,Forb,Perennial,NATIVE,,Forb
PEBR9,Penstemon breviculus,PEBR9,NonWoody,Forb,Perennial,NATIVE,,Forb
PECA12,Petrophytum caespitosum,PECA12,Woody,Shrub,Perennial,NATIVE,,Shrub
PECA4,Penstemon caespitosus,PECA4,NonWoody,Forb,Perennial,NATIVE,,Forb
PECA9,Penstemon carnosus,PECA9,NonWoody,Forb,Perennial,NATIVE,,Forb
PECAC4,Penstemon caespitosus var. caespitosus,PECAC4,NonWoody,Forb,Perennial,NATIVE,,Forb
PECE,Pedicularis centranthera,PECE,NonWoody,Forb,Perennial,NATIVE,,Forb
PECI2,Penstemon cinicola,PECI2,NonWoody,Forb,Perennial,NATIVE,,Forb
PECO4,Penstemon cobaea,PECO4,NonWoody,Forb,Perennial,NATIVE,,Forb
PECO5,Penstemon comarrhenus,PECO5,NonWoody,Forb,Perennial,NATIVE,,Forb
PECO7,Penstemon confusus,PECO7,NonWoody,Forb,Perennial,NATIVE,,Forb
PECR,Pedicularis crenulata,PECR,NonWoody,Forb,Perennial,NATIVE,,Forb
PECRC,Penstemon crandallii subsp. crandallii,PECRC,Woody,SubShrub,Perennial,NATIVE,,Shrub
PECTI,Pectis,PECTI,NonWoody,Forb,Annual,NATIVE,,Forb
PECU,Penstemon cusickii,PECU,NonWoody,Forb,Perennial,NATIVE,,Forb
PECU3,Pediomelum cuspidatum,PECU3,NonWoody,Forb,Perennial,NATIVE,,Forb
PECY2,Penstemon cyananthus,PECY2,NonWoody,Forb,Perennial,NATIVE,,Forb
PECY3,Penstemon cyaneus,PECY3,NonWoody,Forb,Perennial,NATIVE,,Forb
PECY4,Penstemon cyanocaulis,PECY4,NonWoody,Forb,Perennial,NATIVE,,Forb
PECY6,Penstemon cyathophorus,PECY6,NonWoody,Forb,Perennial,NATIVE,,Forb
PEDE,Pedicularis densiflora,PEDE,NonWoody,Forb,Perennial,NATIVE,,Forb
PEDE4,Penstemon deustus,PEDE4,Woody,SubShrub,Perennial,NATIVE,,Shrub
PEDIO,Pediocactus,PEDIO,Woody,Succulent,Perennial,NATIVE,,Shrub
PEDIO2,Pediomelum,PEDIO2,NonWoody,Forb,Perennial,NATIVE,,Forb
PEEA,Penstemon eatonii,PEEA,NonWoody,Forb,Perennial,NATIVE,,Forb
PEES,Pediomelum esculentum,PEES,NonWoody,Forb,Perennial,NATIVE,,Forb
PEFR,Penstemon fremontii,PEFR,NonWoody,Forb,Perennial,NATIVE,,Forb
PEFR3,Penstemon fruticosus,PEFR3,Woody,Shrub,Perennial,NATIVE,,Shrub
PEGA,Penstemon gairdneri,PEGA,Woody,SubShrub,Perennial,NATIVE,,Shrub
PEGA3,Perideridia gairdneri,PEGA3,NonWoody,Forb,Perennial,NATIVE,,Forb
PEGL3,Penstemon glaber,PEGL3,NonWoody,Forb,Perennial,NATIVE,,Forb
PEGR2,Pedicularis groenlandica,PEGR2,NonWoody,Forb,Perennial,NATIVE,,Forb
PEGRG3,Penstemon gracilis var. gracilis,PEGRG3,NonWoody,Forb,Perennial,NATIVE,,Forb
PEHE3,Penstemon heterophyllus,PEHE3,NonWoody,Forb,Perennial,NATIVE,,Forb
PEHU,Penstemon humilis,PEHU,NonWoody,Forb,Perennial,NATIVE,,Forb
PEHUH,Penstemon humilis subsp. humilis,PEHUH,NonWoody,Forb,Perennial,NATIVE,,Forb
PEJA2,Penstemon janishiae,PEJA2,NonWoody,Forb,Perennial,NATIVE,,Forb
PEKE,Perideridia kelloggii,PEKE,NonWoody,Forb,Perennial,NATIVE,,Forb
PELA7,Penstemon laetus,PELA7,NonWoody,Forb,Perennial,NATIVE,,Forb
PELA9,Penstemon laricifolius,PELA9,NonWoody,Forb,Perennial,NATIVE,,Forb
PELE2,Penstemon lentus,PELE2,NonWoody,Forb,Perennial,NATIVE,,Forb
PELI2,Penstemon linarioides,PELI2,Woody,SubShrub,Perennial,NATIVE,,Shrub
PEME7,Pediomelum megalanthum,PEME7,NonWoody,Forb,Perennial,NATIVE,,Forb
PEME8,Pediomelum mephiticum,PEME8,NonWoody,Forb,Perennial,NATIVE,,Forb
PENI3,Penstemon nitidus,PENI3,NonWoody,Forb,Perennial,NATIVE,,Forb
PENST,Penstemon,PENST,NonWoody,Forb,Perennial,NATIVE,,Forb
PEOR6,Perideridia oregana,PEOR6,NonWoody,Forb,Perennial,NATIVE,,Forb
PEPA2,Pectis papposa,PEPA2,NonWoody,Forb,Annual,NATIVE,,Forb
PEPA29,Penstemon payettensis,PEPA29,NonWoody,Forb,Perennial,NATIVE,,Forb
PEPA6,Penstemon pachyphyllus,PEPA6,NonWoody,Forb,Perennial,NATIVE,,Forb
PEPA8,Penstemon palmeri,PEPA8,NonWoody,Forb,Perennial,NATIVE,,Forb
PEPE26,Pectocarya penicillata,PEPE26,NonWoody,Forb,Annual,NATIVE,,Forb
PEPI3,Penstemon pinifolius,PEPI3,Woody,SubShrub,Perennial,NATIVE,,Shrub
PEPR2,Penstemon procerus,PEPR2,NonWoody,Forb,Perennial,NATIVE,,Forb
PEPR7,Pedicularis procera,PEPR7,NonWoody,Forb,Perennial,NATIVE,,Forb
PEPU7,Petradoria pumila,PEPU7,NonWoody,Forb,Perennial,NATIVE,,Forb
PEPUP,Petradoria pumila subsp. pumila,PEPUP,NonWoody,Forb,Perennial,NATIVE,,Forb
PERA4,Peraphyllum ramosissimum,PERA4,Woody,Shrub,Perennial,NATIVE,,Shrub
PERE,Pectocarya recurvata,PERE,NonWoody,Forb,Annual,NATIVE,,Forb
PERID,Perideridia,PERID,NonWoody,Forb,Perennial,NATIVE,,Forb
PERO10,Penstemon rostriflorus,PERO10,Woody,SubShrub,Perennial,NATIVE,,Shrub
PERO12,Penstemon roezlii,PERO12,NonWoody,Forb,Perennial,NATIVE,,Forb
PERU,Penstemon rupicola,PERU,NonWoody,Forb,Perennial,NATIVE,,Forb
PERU6,Pectis rusbyi,PERU6,NonWoody,Forb,Annual,NATIVE,,Forb
PERY,Penstemon rydbergii,PERY,NonWoody,Forb,Perennial,NATIVE,,Forb
PESC4,Peucephyllum schottii,PESC4,Woody,Shrub,Perennial,NATIVE,,Shrub
PESE,Pectocarya setosa,PESE,NonWoody,Forb,Annual,NATIVE,,Forb
PESE11,Penstemon secundiflorus,PESE11,NonWoody,Forb,Perennial,NATIVE,,Forb
PESE12,Penstemon seorsus,PESE12,NonWoody,Forb,Perennial,NATIVE,,Forb
PESI,Pediocactus simpsonii,PESI,Woody,Succulent,Perennial,NATIVE,,Shrub
PESP,Penstemon speciosus,PESP,NonWoody,Forb,Perennial,NATIVE,,Forb
PESP2,Penstemon spatulatus,PESP2,NonWoody,Forb,Perennial,NATIVE,,Forb
PEST2,Penstemon strictus,PEST2,NonWoody,Forb,Perennial,NATIVE,,Forb
PETE9,Penstemon teucrioides,PETE9,NonWoody,Forb,Perennial,NATIVE,,Forb
PETH2,Penstemon thompsoniae,PETH2,Woody,SubShrub,Perennial,NATIVE,,Shrub
PEUT,Penstemon utahensis,PEUT,NonWoody,Forb,Perennial,NATIVE,,Forb
PEVI3,Penstemon virens,PEVI3,NonWoody,Forb,Perennial,NATIVE,,Forb
PEVI4,Penstemon virgatus,PEVI4,NonWoody,Forb,Perennial,NATIVE,,Forb
PEWA,Penstemon watsonii,PEWA,NonWoody,Forb,Perennial,NATIVE,,Forb
PEWH,Penstemon whippleanus,PEWH,NonWoody,Forb,Perennial,NATIVE,,Forb
PHAB,Phyllanthus abnormis,PHAB,NonWoody,Forb,Annual,NATIVE,,Forb
PHAC2,Phlox aculeata,PHAC2,NonWoody,Forb,Perennial,NATIVE,,Forb
PHAC4,Physaria acutifolia,PHAC4,NonWoody,Forb,Perennial,NATIVE,,Forb
PHACE,Phacelia,PHACE,NonWoody,Forb,Annual,NATIVE,,Forb
PHAD,Phacelia adenophora,PHAD,NonWoody,Forb,Annual,NATIVE,,Forb
PHAL2,Phleum alpinum,PHAL2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PHAL3,Phlox alyssifolia,PHAL3,NonWoody,Forb,Perennial,NATIVE,,Forb
PHANA,Phlox andicola subsp. andicola,PHANA,NonWoody,Forb,Perennial,NATIVE,,Forb
PHAR3,Phalaris arundinacea,PHAR3,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PHAU,Phacelia austromontana,PHAU,NonWoody,Forb,Annual,NATIVE,,Forb
TAAU,Talinum aurantiacum,PHAU13,NonWoody,Forb,Perennial,NATIVE,,Forb
TAPO5,Talinum polygaloides,PHAU13,NonWoody,Forb,Perennial,NATIVE,,Forb
PHAU3,Phlox austromontana,PHAU3,NonWoody,Forb,Perennial,NATIVE,,Forb
PHAU7,Phragmites australis,PHAU7,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PHBE2,Physaria bellii,PHBE2,NonWoody,Forb,Perennial,NATIVE,,Forb
PHBI,Phacelia bicolor,PHBI,NonWoody,Forb,Annual,NATIVE,,Forb
PHCA12,Phoradendron capitellatum,PHCA12,Woody,Shrub,Perennial,NATIVE,,Shrub
PHCA7,Phlox caespitosa,PHCA7,NonWoody,Forb,Perennial,NATIVE,,Forb
PHCH,Phoenicaulis cheiranthoides,PHCH,NonWoody,Forb,Perennial,NATIVE,,Forb
PHCH2,Physaria chambersii,PHCH2,NonWoody,Forb,Perennial,NATIVE,,Forb
PHCO10,Phlox colubrina,PHCO10,NonWoody,Forb,Perennial,NATIVE,,Forb
PHCO12,Phlox covillei,PHCO12,NonWoody,Forb,Perennial,NATIVE,,Forb
PHCO47,Phemeranthus confertiflorus,PHCO47,NonWoody,Forb,Perennial,NATIVE,,Forb
PHCR,Phacelia crenulata,PHCR,NonWoody,Forb,Annual,NATIVE,,Forb
PHDI,Phacelia distans,PHDI,NonWoody,Forb,Annual,NATIVE,,Forb
PHDI3,Phlox diffusa,PHDI3,NonWoody,Forb,Perennial,NATIVE,,Forb
PHDI6,Physaria didymocarpa,PHDI6,NonWoody,Forb,Perennial,NATIVE,,Forb
PHDR,Phlox drummondii,PHDR,NonWoody,Forb,Annual,NATIVE,,Forb
PHFL3,Physaria floribunda,PHFL3,NonWoody,Forb,Perennial,NATIVE,,Forb
PHFR2,Phacelia fremontii,PHFR2,NonWoody,Forb,Annual,NATIVE,,Forb
PHGL2,Phacelia glandulifera,PHGL2,NonWoody,Forb,Annual,NATIVE,,Forb
PHGR,Phacelia grandiflora,PHGR,NonWoody,Forb,Annual,NATIVE,,Forb
PHGRT,Phlox griseola subsp. tumulosa,PHGRT,NonWoody,Forb,Perennial,NATIVE,,Forb
PHGY,Phacelia gymnoclada,PHGY,NonWoody,Forb,Annual,NATIVE,,Forb
PHHA,Phacelia hastata,PHHA,NonWoody,Forb,Perennial,NATIVE,,Forb
PHHA3,Phoradendron hawksworthii,PHHA3,Woody,Shrub,Perennial,NATIVE,,Shrub
PHHAH,Phacelia hastata var. hastata,PHHAH,NonWoody,Forb,Perennial,NATIVE,,Forb
PHHE2,Phacelia heterophylla,PHHE2,NonWoody,Forb,Perennial,NATIVE,,Forb
PHHE4,Physalis hederifolia,PHHE4,NonWoody,Forb,Perennial,NATIVE,,Forb
PHHO,Phlox hoodii,PHHO,NonWoody,Forb,Perennial,NATIVE,,Forb
PHHOC,Phlox hoodii subsp. canescens,PHHOC,NonWoody,Forb,Perennial,NATIVE,,Forb
PHHOH,Phlox hoodii subsp. hoodii,PHHOH,NonWoody,Forb,Perennial,NATIVE,,Forb
PHHOM,Phlox hoodii subsp. muscoides,PHHOM,NonWoody,Forb,Perennial,NATIVE,,Forb
PHHU,Phacelia humilis,PHHU,NonWoody,Forb,Annual,NATIVE,,Forb
PHHY,Phacelia hydrophylloides,PHHY,NonWoody,Forb,Perennial,NATIVE,,Forb
PHIN,Phacelia integrifolia,PHIN,NonWoody,Forb,Annual,NATIVE,,Forb
PHIV,Phacelia ivesiana,PHIV,NonWoody,Forb,Annual,NATIVE,,Forb
PHJU,Phoradendron juniperinum,PHJU,Woody,Shrub,Perennial,NATIVE,,Shrub
PHLE,Phacelia lemmonii,PHLE,,,,,,
PHLE4,Philadelphus lewisii,PHLE4,Woody,Shrub,Perennial,NATIVE,,Shrub
PHLI,Phacelia linearis,PHLI,NonWoody,Forb,Annual,NATIVE,,Forb
PHLO,Phacelia longipes,PHLO,NonWoody,Forb,Annual,NATIVE,,Forb
PHLO2,Phlox longifolia,PHLO2,NonWoody,Forb,Perennial,NATIVE,,Forb
PHLO4,Physalis longifolia,PHLO4,NonWoody,Forb,Perennial,NATIVE,,Forb
PHLOL2,Phlox longifolia subsp. longifolia,PHLOL2,NonWoody,Forb,Perennial,NATIVE,,Forb
PHLOX,Phlox,PHLOX,NonWoody,Forb,Perennial,NATIVE,,Forb
PHLU,Phacelia lutea,PHLU,NonWoody,Forb,Annual,NATIVE,,Forb
PHMA5,Physocarpus malvaceus,PHMA5,Woody,Shrub,Perennial,NATIVE,,Shrub
PHMI4,Philadelphus microphyllus,PHMI4,Woody,Shrub,Perennial,NATIVE,,Shrub
PHMU2,Phacelia mutabilis,PHMU2,NonWoody,Forb,Perennial,NATIVE,,Forb
PHMU3,Phlox multiflora,PHMU3,NonWoody,Forb,Perennial,NATIVE,,Forb
PHMUM,Phlox multiflora subsp. multiflora,PHMUM,NonWoody,Forb,Perennial,NATIVE,,Forb
PHNA2,Phlox nana,PHNA2,NonWoody,Forb,Perennial,NATIVE,,Forb
PHPA29,Phemeranthus parviflorus,PHPA29,NonWoody,Succulent,Perennial,NATIVE,,Shrub
PHPR3,Phleum pratense,PHPR3,NonWoody,Graminoid,Perennial,EXOTIC,INVASIVE,Graminoid
PHPU12,Phlox pungens,PHPU12,NonWoody,Forb,Perennial,NATIVE,,Forb
PHPU5,Phlox pulvinata,PHPU5,NonWoody,Forb,Perennial,NATIVE,,Forb
PHRA2,Phacelia ramosissima,PHRA2,NonWoody,Forb,Perennial,NATIVE,,Forb
PHRE9,Physaria rectipes,PHRE9,NonWoody,Forb,Perennial,NATIVE,,Forb
PHSEC,Phacelia sericea subsp. ciliosa,PHSEC,NonWoody,Forb,Perennial,NATIVE,,Forb
PHSP,Phlox speciosa,PHSP,NonWoody,Forb,Perennial,NATIVE,,Forb
PHST11,Phlox stansburyi,PHST11,NonWoody,Forb,Perennial,NATIVE,,Forb
PHSTS3,Phlox stansburyi subsp. stansburyi,PHSTS3,NonWoody,Forb,Perennial,NATIVE,,Forb
PHFON,Physalis foetens var. neomexicana,PHSUN,NonWoody,Forb,Annual,NATIVE,,Forb
PHTH,Phacelia thermalis,PHTH,NonWoody,Forb,Annual,NATIVE,,Forb
PHYSA,Physalis,PHYSA,NonWoody,Forb,Perennial,NATIVE,,Forb
PHYSA2,Physaria,PHYSA2,NonWoody,Forb,Perennial,NATIVE,,Forb
PIAR,Pinus aristata,PIAR,Woody,Tree,Perennial,NATIVE,,Shrub
PICO,Pinus contorta,PICO,Woody,Tree,Perennial,NATIVE,,Shrub
PICOL,Pinus contorta var. latifolia,PICOL,Woody,Tree,Perennial,NATIVE,,Shrub
ARSP5,Artemisia spinescens,PIDE4,Woody,SubShrub,Perennial,NATIVE,,Shrub
PIDE4,Picrothamnus desertorum,PIDE4,Woody,SubShrub,Perennial,NATIVE,,Shrub
PIDI3,Pinus discolor,PIDI3,Woody,Tree,Perennial,NATIVE,,Shrub
PIED,Pinus edulis,PIED,Woody,Tree,Perennial,NATIVE,,Shrub
PIEN,Picea engelmannii,PIEN,Woody,Tree,Perennial,NATIVE,,Shrub
PIENE,Picea engelmannii var. engelmannii,PIENE,Woody,Tree,Perennial,NATIVE,,Shrub
PIEX4,Piptatheropsis exigua,PIEX4,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PIFI,Piptochaetium fimbriatum,PIFI,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PIFL2,Pinus flexilis,PIFL2,Woody,Tree,Perennial,NATIVE,,Shrub
PIJE,Pinus jeffreyi,PIJE,Woody,Tree,Perennial,NATIVE,,Shrub
PIMI,Piptatheropsis micrantha,PIMI,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PIMI7,Piptatherum micranthum,PIMI,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PIMO,Pinus monophylla,PIMO,Woody,Tree,Perennial,NATIVE,,Shrub
PIMO5,Pickeringia montana,PIMO5,Woody,Shrub,Perennial,NATIVE,,Shrub
PIOP,Picradeniopsis oppositifolia,PIOP,NonWoody,Forb,Perennial,NATIVE,,Forb
PIPO,Pinus ponderosa,PIPO,Woody,Tree,Perennial,NATIVE,,Shrub
PINSCO,Pinus scopulorum,PIPOS,Woody,Tree,Perennial,NATIVE,,Shrub
PIPOS,Pinus ponderosa var. scopulorum,PIPOS,Woody,Tree,Perennial,NATIVE,,Shrub
PIPU,Picea pungens,PIPU,Woody,Tree,Perennial,NATIVE,,Shrub
PIWO,Picradeniopsis woodhousei,PIWO,NonWoody,Forb,Perennial,NATIVE,,Forb
PLAGI,Plagiobothrys,PLAGI,NonWoody,Forb,Annual,NATIVE,,Forb
PLANT,Plantago,PLANT,NonWoody,Forb,Annual,NATIVE,,Forb
PLAR,Plagiobothrys arizonicus,PLAR,NonWoody,Forb,Annual,NATIVE,,Forb
PLEIA,Pleiacanthus,PLEIA,NonWoody,Forb,Perennial,NATIVE,,Forb
