NameCode,Scientific,CurrentPLANTSCode,GrowthHabit,GrowthHabitSub,Duration,Nonnative,Invasive,GrowthHabitSub2
PLEL,Plantago elongata,PLEL,NonWoody,Forb,Annual,NATIVE,,Forb
PLER,Plantago eriopoda,PLER,NonWoody,Forb,Perennial,NATIVE,,Forb
PLEUR12,Pleuraphis,PLEUR12,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PLHE,Plantago helleri,PLHE,NonWoody,Forb,Annual,NATIVE,,Forb
PLHI3,Plagiobothrys hispidus,PLHI3,NonWoody,Forb,Annual,NATIVE,,Forb
PLIN7,Platyschkuhria integrifolia,PLIN7,NonWoody,Forb,Perennial,NATIVE,,Forb
HIJA,Hilaria jamesii,PLJA,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PLJA,Pleuraphis jamesii,PLJA,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PLLA,Plantago lanceolata,PLLA,NonWoody,Forb,Perennial,EXOTIC,INVASIVE,Forb
PLLE,Plagiobothrys leptocladus,PLLE,NonWoody,Forb,Annual,NATIVE,,Forb
PLMA2,Plantago major,PLMA2,NonWoody,Forb,Perennial,EXOTIC,INVASIVE,Forb
PLMA4,Plectritis macrocera,PLMA4,NonWoody,Forb,Annual,NATIVE,,Forb
PLMU3,Pleuraphis mutica,PLMU3,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PLOV,Plantago ovata,PLOV,NonWoody,Forb,Annual,NATIVE,,Forb
PLPA2,Plantago patagonica,PLPA2,NonWoody,Forb,Annual,NATIVE,,Forb
PLPAB,Plantago patagonica var. breviscapa,PLPA2,NonWoody,Forb,Annual,NATIVE,,Forb
HIRI,Hilaria rigida,PLRI3,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PLRI3,Pleuraphis rigida,PLRI3,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PLSC2,Plagiobothrys scouleri,PLSC2,NonWoody,Forb,Annual,NATIVE,,Forb
PLSCC,Plagiobothrys scouleri var. cusickii,PLSCC,NonWoody,Forb,Annual,NATIVE,,Forb
PLSCH,Plagiobothrys scouleri var. hispidulus,PLSCH,NonWoody,Forb,Annual,NATIVE,,Forb
PLSP7,Pleiacanthus spinosus,PLSP7,NonWoody,Forb,Perennial,NATIVE,,Forb
STSP6,Stephanomeria spinosa,PLSP7,NonWoody,Forb,Perennial,NATIVE,,Forb
PLTE,Plagiobothrys tenellus,PLTE,NonWoody,Forb,Annual,NATIVE,,Forb
POA,Poa,POA,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
POAL2,Poa alpina,POAL2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
POAL4,Polygala alba,POAL4,NonWoody,Forb,Perennial,NATIVE,,Forb
POAM6,Potentilla ambigens,POAM6,NonWoody,Forb,Perennial,NATIVE,,Forb
POAN,Poa annua,POAN,NonWoody,Graminoid,Annual,EXOTIC,INVASIVE,Graminoid
POAN3,Populus angustifolia,POAN3,Woody,Tree,Perennial,NATIVE,,Shrub
POAR11,Polygonum arenastrum,POAR11,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
POAR2,Poa arctica,POAR2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
POAR3,Poa arida,POAR3,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
POAR7,Potentilla arguta,POAR7,NonWoody,Forb,Perennial,NATIVE,,Forb
POAR8,Potentilla argentea,POAR8,NonWoody,Forb,Perennial,EXOTIC,INVASIVE,Forb
POAV,Polygonum aviculare,POAV,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
POBA,Polygala barbeyana,POBA,NonWoody,Forb,Perennial,NATIVE,,Forb
POBI6,Polygonum bistortoides,POBI6,NonWoody,Forb,Perennial,NATIVE,,Forb
POBI7,Potentilla biennis,POBI7,NonWoody,Forb,Annual,NATIVE,,Forb
POBR8,Polemonium brandegeei,POBR8,NonWoody,Forb,Perennial,NATIVE,,Forb
POBU,Poa bulbosa,POBU,NonWoody,Graminoid,Perennial,EXOTIC,INVASIVE,Graminoid
POCO,Poa compressa,POCO,NonWoody,Graminoid,Perennial,EXOTIC,INVASIVE,Graminoid
POCO13,Potentilla concinna,POCO13,NonWoody,Forb,Perennial,NATIVE,,Forb
POCU3,Poa cusickii,POCU3,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PODE3,Populus deltoides,PODE3,Woody,Tree,Perennial,NATIVE,,Shrub
PODI2,Potentilla diversifolia,PODI2,NonWoody,Forb,Perennial,NATIVE,,Forb
POGL18,Potentilla glaucophylla,PODID,NonWoody,Forb,Perennial,NATIVE,,Forb
PODO3,Polanisia dodecandra,PODO3,NonWoody,Forb,Annual,NATIVE,,Forb
PODO4,Polygonum douglasii,PODO4,NonWoody,Forb,Annual,NATIVE,,Forb
PODOD4,Polygonum douglasii subsp. douglasii,PODOD4,NonWoody,Forb,Annual,NATIVE,,Forb
PODOJ2,Polygonum douglasii subsp. johnstonii,PODOJ2,NonWoody,Forb,Annual,NATIVE,,Forb
POSA17,Polygonum sawatchense,PODOJ2,NonWoody,Forb,Annual,NATIVE,,Forb
PODOM2,Polygonum douglasii subsp. majus,PODOM2,NonWoody,Forb,Annual,NATIVE,,Forb
POFE,Poa fendleriana,POFE,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
POFEF,Poa fendleriana subsp. fendleriana,POFEF,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
POFEL,Poa fendleriana subsp. longiligula,POFEL,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
POFI3,Potentilla fissa,POFI3,NonWoody,Forb,Perennial,NATIVE,,Forb
POFO,Polemonium foliosissimum,POFO,NonWoody,Forb,Perennial,NATIVE,,Forb
POFR5,Polyscias fruticosa,POFR5,,,,NATIVE,,
POGL,Poa glauca,POGL,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
POGL9,Potentilla glandulosa,POGL9,NonWoody,Forb,Perennial,NATIVE,,Forb
POGLG4,Potentilla glandulosa subsp. glandulosa,POGLG4,NonWoody,Forb,Perennial,NATIVE,,Forb
POGR5,Porophyllum gracile,POGR5,Woody,SubShrub,Perennial,NATIVE,,Shrub
POGR9,Potentilla gracilis,POGR9,NonWoody,Forb,Perennial,NATIVE,,Forb
POHA5,Portulaca halimoides,POHA5,NonWoody,Forb,Annual,NATIVE,,Forb
POHE2,Polygonum heterosepalum,POHE2,NonWoody,Forb,Annual,NATIVE,,Forb
POHI6,Potentilla hippiana,POHI6,NonWoody,Forb,Perennial,NATIVE,,Forb
POJA5,Pomaria jamesii,POJA5,NonWoody,Forb,Perennial,NATIVE,,Forb
POLYG4,Polygonum,POLYG4,NonWoody,Forb,Annual,NATIVE,,Forb
POMA7,Polygala macradenia,POMA7,NonWoody,Forb,Perennial,NATIVE,,Forb
POMI,Polemonium micranthum,POMI,NonWoody,Forb,Annual,NATIVE,,Forb
POMO5,Polypogon monspeliensis,POMO5,NonWoody,Graminoid,Annual,EXOTIC,INVASIVE,Graminoid
PONE2,Poa nervosa,PONE2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
POIN,Poa interior,PONEI2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PONEI2,Poa nemoralis subsp. interior,PONEI2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
POOB,Polygala obscura,POOB,NonWoody,Forb,Perennial,NATIVE,,Forb
POOL,Portulaca oleracea,POOL,NonWoody,Forb,Annual,NATIVE,,Forb
POOV2,Potentilla ovina,POOV2,NonWoody,Forb,Perennial,NATIVE,,Forb
POPA2,Poa palustris,POPA2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
POPA8,Polygonum parryi,POPA8,NonWoody,Forb,Annual,NATIVE,,Forb
POPE8,Potentilla pensylvanica,POPE8,NonWoody,Forb,Perennial,NATIVE,,Forb
POPI3,Portulaca pilosa,POPI3,NonWoody,Forb,Annual,NATIVE,,Forb
POPO4,Polygonum polygaloides,POPO4,NonWoody,Forb,Annual,NATIVE,,Forb
POPOC,Polygonum polygaloides subsp. confertiflorum,POPOC,NonWoody,Forb,Annual,NATIVE,,Forb
POPOK,Polygonum polygaloides subsp. kelloggii,POPOK,NonWoody,Forb,Annual,NATIVE,,Forb
POPR,Poa pratensis,POPR,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
POPRP2,Poa pratensis subsp. pratensis,POPRP2,NonWoody,Graminoid,Perennial,EXOTIC,INVASIVE,Graminoid
POPU9,Potentilla pulcherrima,POPU9,NonWoody,Forb,Perennial,NATIVE,,Forb
POPUL,Populus,POPUL,Woody,Tree,Perennial,NATIVE,,Shrub
PORA3,Polygonum ramosissimum,PORA3,NonWoody,Forb,Annual,NATIVE,,Forb
PORTU,Portulaca,PORTU,NonWoody,Forb,Annual,NATIVE,,Forb
POSC6,Porophyllum scoparium,POSC6,Woody,Shrub,Perennial,NATIVE,,Shrub
POCA,Poa canbyi,POSE,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
POJU,Poa juncifolia,POSE,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
POSE,Poa secunda,POSE,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
POSE3,Polygala senega,POSE3,NonWoody,Forb,Perennial,NATIVE,,Forb
POSU2,Polygala subspinosa,POSU2,Woody,SubShrub,Perennial,NATIVE,,Shrub
POTEN,Potentilla,POTEN,NonWoody,Forb,Perennial,NATIVE,,Forb
POTR,Poa tracyi,POTR,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
POTR2,Poa trivialis,POTR2,NonWoody,Graminoid,Perennial,EXOTIC,INVASIVE,Graminoid
POTR5,Populus tremuloides,POTR5,Woody,Tree,Perennial,NATIVE,,Shrub
POVI3,Polygonum viviparum,POVI3,NonWoody,Forb,Perennial,NATIVE,,Forb
POWH2,Poa wheeleri,POWH2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PRAL4,Proboscidea althaeifolia,PRAL4,NonWoody,Forb,Perennial,NATIVE,,Forb
PRAN2,Prunus andersonii,PRAN2,Woody,Shrub,Perennial,NATIVE,,Shrub
PREM,Prunus emarginata,PREM,Woody,Shrub,Perennial,NATIVE,,Shrub
PREX,Prenanthella exigua,PREX,NonWoody,Forb,Annual,NATIVE,,Forb
PRFA,Prunus fasciculata,PRFA,Woody,Shrub,Perennial,NATIVE,,Shrub
PRGL2,Prosopis glandulosa,PRGL2,Woody,Shrub,Perennial,NATIVE,,Shrub
PRIMU,Primula,PRIMU,NonWoody,Forb,Perennial,NATIVE,,Forb
PROSO,Prosopis,PROSO,Woody,Shrub,Perennial,NATIVE,,Shrub
PRPA2,Proboscidea parviflora,PRPA2,NonWoody,Forb,Annual,NATIVE,,Forb
PRPU3,Prunus pumila,PRPU3,Woody,Shrub,Perennial,NATIVE,,Shrub
PRUNU,Prunus,PRUNU,Woody,Shrub,Perennial,NATIVE,,Shrub
PRVE,Prosopis velutina,PRVE,Woody,Shrub,Perennial,NATIVE,,Shrub
PRVI,Prunus virginiana,PRVI,Woody,Shrub,Perennial,NATIVE,,Shrub
PRVIM,Prunus virginiana var. melanocarpa,PRVIM,Woody,Shrub,Perennial,NATIVE,,Shrub
PSAR4,Psorothamnus arborescens,PSAR4,Woody,Shrub,Perennial,NATIVE,,Shrub
PSBR,Psilocarphus brevissimus,PSBR,NonWoody,Forb,Annual,NATIVE,,Forb
PSBRB,Psilocarphus brevissimus var. brevissimus,PSBRB,NonWoody,Forb,Annual,NATIVE,,Forb
PSCA11,Pseudognaphalium canescens,PSCA11,NonWoody,Forb,Annual,NATIVE,,Forb
PSCO2,Psilostrophe cooperi,PSCO2,Woody,SubShrub,Perennial,NATIVE,,Shrub
PSEUD22,Pseudoroegneria,PSEUD22,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PSEUD43,Pseudognaphalium,PSEUD43,NonWoody,Forb,Annual,NATIVE,,Forb
PSFR,Psorothamnus fremontii,PSFR,Woody,Shrub,Perennial,NATIVE,,Shrub
PSJA2,Pseudostellaria jamesiana,PSJA2,NonWoody,Forb,Perennial,NATIVE,,Forb
PSJU3,Psathyrostachys juncea,PSJU3,NonWoody,Graminoid,Perennial,EXOTIC,,Graminoid
LADLAN,Ladeania lanceolata,PSLA3,NonWoody,Forb,Perennial,NATIVE,,Forb
PSLA3,Psoralidium lanceolatum,PSLA3,NonWoody,Forb,Perennial,NATIVE,,Forb
PSME,Pseudotsuga menziesii,PSME,Woody,Tree,Perennial,NATIVE,,Shrub
PSMEG,Pseudotsuga menziesii var. glauca,PSMEG,Woody,Tree,Perennial,NATIVE,,Shrub
CYLE6,Cymopterus lemmonii,PSMO,NonWoody,Forb,Perennial,NATIVE,,Forb
PSMO,Pseudocymopterus montanus,PSMO,NonWoody,Forb,Perennial,NATIVE,,Forb
PSORA2,Psoralidium,PSORA2,,,,NATIVE,,
PSPO,Psorothamnus polydenius,PSPO,Woody,Shrub,Perennial,NATIVE,,Shrub
PSSC5,Psorothamnus schottii,PSSC5,Woody,Shrub,Perennial,NATIVE,,Shrub
PSSC6,Psorothamnus scoparius,PSSC6,Woody,Shrub,Perennial,NATIVE,,Shrub
PSSP,Psilostrophe sparsiflora,PSSP,NonWoody,Forb,Perennial,NATIVE,,Forb
PSSP3,Psorothamnus spinosus,PSSP3,Woody,Shrub,Perennial,NATIVE,,Shrub
AGSP,Agropyron spicatum,PSSP6,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PSSP6,Pseudoroegneria spicata,PSSP6,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PSSPI,Pseudoroegneria spicata subsp. inermis,PSSPI,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PSSPS,Pseudoroegneria spicata subsp. spicata,PSSPS,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PSTA,Psilostrophe tagetina,PSTA,NonWoody,Forb,Perennial,NATIVE,,Forb
PSTE,Psilocarphus tenellus,PSTE,NonWoody,Forb,Annual,NATIVE,,Forb
PSTE5,Psoralidium tenuiflorum,PSTE5,NonWoody,Forb,Perennial,NATIVE,,Forb
PSTH,Psorothamnus thompsoniae,PSTH,Woody,Shrub,Perennial,NATIVE,,Shrub
PTERI,Pteridium,PTERI,NonWoody,Forb,Perennial,NATIVE,,Forb
PTPE,Pteryxia petraea,PTPE,NonWoody,Forb,Perennial,NATIVE,,Forb
PTTE,Pteryxia terebinthina,PTTE,NonWoody,Forb,Perennial,NATIVE,,Forb
PTTEA,Pteryxia terebinthina var. albiflora,PTTEA,NonWoody,Forb,Perennial,NATIVE,,Forb
PTTR,Ptelea trifoliata,PTTR,Woody,Shrub,Perennial,NATIVE,,Shrub
PUTR,Puccinellia triflora,PUAN,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PUGL2,Purshia glandulosa,PUGL2,Woody,Shrub,Perennial,NATIVE,,Shrub
PULE,Puccinellia lemmonii,PULE,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PUME,Purshia mexicana,PUME,Woody,Shrub,Perennial,NATIVE,,Shrub
PUNU2,Puccinellia nuttalliana,PUNU2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
PUPA5,Pulsatilla patens,PUPA5,NonWoody,Forb,Perennial,NATIVE,,Forb
ANPAM,Anemone patens var. multifida,PUPAM,NonWoody,Forb,Perennial,NATIVE,,Forb
PURSH,Purshia,PURSH,Woody,Shrub,Perennial,NATIVE,,Shrub
PURSTA,Purshia stansburyana,PUST,Woody,Shrub,Perennial,NATIVE,,Shrub
PUST,Purshia stansburiana,PUST,Woody,Shrub,Perennial,NATIVE,,Shrub
PUTR2,Purshia tridentata,PUTR2,Woody,Shrub,Perennial,NATIVE,,Shrub
PYAP2,Pyrrocoma apargioides,PYAP2,NonWoody,Forb,Perennial,NATIVE,,Forb
PYCA3,Pyrrocoma carthamoides,PYCA3,NonWoody,Forb,Perennial,NATIVE,,Forb
PYHI,Pyrrocoma hirta,PYHI,NonWoody,Forb,Perennial,NATIVE,,Forb
PYLA,Pyrrocoma lanceolata,PYLA,NonWoody,Forb,Perennial,NATIVE,,Forb
PYRRO,Pyrrocoma,PYRRO,NonWoody,Forb,Perennial,NATIVE,,Forb
PYUNU,Pyrrocoma uniflora var. uniflora,PYUNU,NonWoody,Forb,Perennial,NATIVE,,Forb
QUERC,Quercus,QUERC,Woody,Shrub,Perennial,NATIVE,,Shrub
QUGA,Quercus gambelii,QUGA,Woody,Shrub,Perennial,NATIVE,,Shrub
QUGAG,Quercus gambelii var. gambelii,QUGAG,Woody,Shrub,Perennial,NATIVE,,Shrub
QUHA3,Quercus havardii,QUHA3,Woody,Shrub,Perennial,NATIVE,,Shrub
QULO2,Quincula lobata,QULO2,NonWoody,Forb,Perennial,NATIVE,,Forb
QUPA4,Quercus pauciloba,QUPA4,Woody,Shrub,Perennial,NATIVE,,Shrub
QUUN,Quercus undulata,QUPA4,Woody,Shrub,Perennial,NATIVE,,Shrub
QUTU,Quararibea turbinata,QUTU,,,,NATIVE,,
QUTU2,Quercus turbinella,QUTU2,Woody,Shrub,Perennial,NATIVE,,Shrub
RAAN,Ranunculus andersonii,RAAN,NonWoody,Forb,Perennial,NATIVE,,Forb
RACO3,Ratibida columnifera,RACO3,NonWoody,Forb,Perennial,NATIVE,,Forb
RAGL,Ranunculus glaberrimus,RAGL,NonWoody,Forb,Perennial,NATIVE,,Forb
RANUN,Ranunculus,RANUN,NonWoody,Forb,Perennial,NATIVE,,Forb
RATIB,Ratibida,RATIB,NonWoody,Forb,Perennial,NATIVE,,Forb
RHAR4,Rhus aromatica,RHAR4,Woody,Shrub,Perennial,NATIVE,,Shrub
RHGL,Rhus glabra,RHGL,Woody,Shrub,Perennial,NATIVE,,Shrub
RHMI3,Rhus microphylla,RHMI3,Woody,Shrub,Perennial,NATIVE,,Shrub
RHTR,Rhus trilobata,RHTR,Woody,Shrub,Perennial,NATIVE,,Shrub
RHTRA,Rhus trilobata var. anisophylla,RHTRA,Woody,Shrub,Perennial,NATIVE,,Shrub
RHTRT,Rhus trilobata var. trilobata,RHTRT,Woody,Shrub,Perennial,NATIVE,,Shrub
RHUS,Rhus,RHUS,Woody,Shrub,Perennial,NATIVE,,Shrub
RIAU,Ribes aureum,RIAU,Woody,Shrub,Perennial,NATIVE,,Shrub
RIBES,Ribes,RIBES,Woody,Shrub,Perennial,NATIVE,,Shrub
RICE,Ribes cereum,RICE,Woody,Shrub,Perennial,NATIVE,,Shrub
RICEC2,Ribes cereum var. cereum,RICEC2,Woody,Shrub,Perennial,NATIVE,,Shrub
RIHI,Ribes hirtellum,RIHI,Woody,Shrub,Perennial,NATIVE,,Shrub
RIIN2,Ribes inerme,RIIN2,Woody,Shrub,Perennial,NATIVE,,Shrub
RILA,Ribes lacustre,RILA,Woody,Shrub,Perennial,NATIVE,,Shrub
RILE,Ribes leptanthum,RILE,Woody,Shrub,Perennial,NATIVE,,Shrub
RILE2,Rigiopappus leptocladus,RILE2,NonWoody,Forb,Annual,NATIVE,,Forb
RIMO2,Ribes montigenum,RIMO2,Woody,Shrub,Perennial,NATIVE,,Shrub
RIOX,Ribes oxyacanthoides,RIOX,Woody,Shrub,Perennial,NATIVE,,Shrub
RIVE,Ribes velutinum,RIVE,Woody,Shrub,Perennial,NATIVE,,Shrub
RIVI3,Ribes viscosissimum,RIVI3,Woody,Shrub,Perennial,NATIVE,,Shrub
RIWO,Ribes wolfii,RIWO,Woody,Shrub,Perennial,NATIVE,,Shrub
ROAC,Rosa acicularis,ROAC,Woody,Shrub,Perennial,NATIVE,,Shrub
ROACS,Rosa acicularis subsp. sayi,ROACS,Woody,Shrub,Perennial,NATIVE,,Shrub
ROAR3,Rosa arkansana,ROAR3,Woody,Shrub,Perennial,NATIVE,,Shrub
ROBL,Rosa blanda,ROBL,Woody,Shrub,Perennial,NATIVE,,Shrub
ROGY,Rosa gymnocarpa,ROGY,Woody,Shrub,Perennial,NATIVE,,Shrub
RONU,Rosa nutkana,RONU,Woody,Shrub,Perennial,NATIVE,,Shrub
ROPS,Robinia pseudoacacia,ROPS,Woody,Tree,Perennial,NATIVE,,Shrub
ROSA5,Rosa,ROSA5,Woody,Shrub,Perennial,NATIVE,,Shrub
ROWO,Rosa woodsii,ROWO,Woody,Shrub,Perennial,NATIVE,,Shrub
ROWOW,Rosa woodsii var. woodsii,ROWOW,Woody,Shrub,Perennial,NATIVE,,Shrub
RUCR,Rumex crispus,RUCR,NonWoody,Forb,Perennial,EXOTIC,INVASIVE,Forb
RUDE,Rubus deliciosus,RUDE,Woody,Shrub,Perennial,NATIVE,,Shrub
RUHI2,Rudbeckia hirta,RUHI2,NonWoody,Forb,Annual,NATIVE,,Forb
RUID,Rubus idaeus,RUID,Woody,Shrub,Perennial,EXOTIC,,Shrub
RUMEX,Rumex,RUMEX,NonWoody,Forb,Perennial,NATIVE,,Forb
RUMO9,Rudbeckia montana,RUMO9,NonWoody,Forb,Perennial,NATIVE,,Forb
RUOC2,Rudbeckia occidentalis,RUOC2,NonWoody,Forb,Perennial,NATIVE,,Forb
RUPA6,Rumex paucifolius,RUPA6,NonWoody,Forb,Perennial,NATIVE,,Forb
RUSA,Rumex salicifolius,RUSA,NonWoody,Forb,Perennial,NATIVE,,Forb
RUVE2,Rumex venosus,RUVE2,NonWoody,Forb,Perennial,NATIVE,,Forb
SAAB,Sanvitalia abertii,SAAB,NonWoody,Forb,Annual,NATIVE,,Forb
SAAE,Salvia aethiopis,SAAE,NonWoody,Forb,Perennial,EXOTIC,INVASIVE,Forb
SABA14,Sarcobatus baileyi,SABA14,Woody,Shrub,Perennial,NATIVE,,Shrub
SADO4,Salvia dorrii,SADO4,Woody,Shrub,Perennial,NATIVE,,Shrub
SAER,Salix eriocephala,SAER,Woody,Shrub,Perennial,NATIVE,,Shrub
SAEX,Salix exigua,SAEX,Woody,Shrub,Perennial,NATIVE,,Shrub
SAGE2,Salix geyeriana,SAGE2,Woody,Shrub,Perennial,NATIVE,,Shrub
SAGL,Salix glauca,SAGL,Woody,Shrub,Perennial,NATIVE,,Shrub
SAKA,Salsola kali,SAKA,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
SALIX,Salix,SALIX,Woody,Shrub,Perennial,NATIVE,,Shrub
SALSO,Salsola,SALSO,NonWoody,Forb,Annual,EXOTIC,,Forb
SALU2,Salix lutea,SALU2,Woody,Shrub,Perennial,NATIVE,,Shrub
SALUL,Salix lucida subsp. lasiandra,SALUL,Woody,Shrub,Perennial,NATIVE,,Shrub
SALVI,Salvia,SALVI,NonWoody,Forb,Annual,NATIVE,,Forb
SAME,Salazaria mexicana,SAME,Woody,Shrub,Perennial,NATIVE,,Shrub
SAMI3,Sanguisorba minor,SAMI3,NonWoody,Forb,Perennial,EXOTIC,,Forb
SANI4,Sambucus nigra,SANI4,Woody,Shrub,Perennial,EXOTIC,,Shrub
SANI8,Salix nivalis,SANI8,Woody,Shrub,Perennial,NATIVE,,Shrub
SANIC5,Sambucus nigra subsp. cerulea,SANIC5,Woody,Shrub,Perennial,NATIVE,,Shrub
SAOR2,Saxifraga oregana,SAOR2,NonWoody,Forb,Perennial,NATIVE,,Forb
SAPA8,Salsola paulsenii,SAPA8,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
SAPL2,Salix planifolia,SAPL2,Woody,Shrub,Perennial,NATIVE,,Shrub
SARA2,Sambucus racemosa,SARA2,Woody,Shrub,Perennial,NATIVE,,Shrub
ERRA,Erianthus ravennae,SARA3,NonWoody,Graminoid,Perennial,EXOTIC,INVASIVE,Graminoid
SARE3,Salvia reflexa,SARE3,NonWoody,Forb,Annual,NATIVE,,Forb
SARE4,Salvia regla,SARE4,Woody,Shrub,Perennial,NATIVE,,Shrub
MIRH,Micranthes rhomboidea,SARH2,NonWoody,Forb,Perennial,NATIVE,,Forb
SADR5,Sapindus drummondii,SASAD,Woody,Shrub,Perennial,NATIVE,,Shrub
SASC,Salix scouleriana,SASC,Woody,Shrub,Perennial,NATIVE,,Shrub
SASU7,Salvia subincisa,SASU7,NonWoody,Forb,Annual,NATIVE,,Forb
SAAU3,Salsola australis,SATR12,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
SATR12,Salsola tragus,SATR12,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
SAVE,Salix vestita,SAVE,Woody,Shrub,Perennial,NATIVE,,Shrub
SAVE4,Sarcobatus vermiculatus,SAVE4,Woody,Shrub,Perennial,NATIVE,,Shrub
SCAC3,Schoenoplectus acutus,SCAC3,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
SCAN3,Scutellaria angustifolia,SCAN3,NonWoody,Forb,Perennial,NATIVE,,Forb
SCAN4,Scutellaria antirrhinoides,SCAN4,NonWoody,Forb,Perennial,NATIVE,,Forb
SCAR,Schismus arabicus,SCAR,NonWoody,Graminoid,Annual,EXOTIC,INVASIVE,Graminoid
SCAR7,Schedonorus arundinaceus,SCAR7,NonWoody,Graminoid,Perennial,EXOTIC,INVASIVE,Graminoid
SCBA,Schismus barbatus,SCBA,NonWoody,Graminoid,Annual,EXOTIC,INVASIVE,Graminoid
SCBR2,Scleropogon brevifolius,SCBR2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
SCHIS,Schismus,SCHIS,NonWoody,Graminoid,Annual,EXOTIC,INVASIVE,Graminoid
SCIRP,Scirpus,SCIRP,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
SCLA6,Scorzonera laciniata,SCLA6,NonWoody,Forb,Perennial,EXOTIC,INVASIVE,Forb
SCLER10,Sclerocactus,SCLER10,Woody,Succulent,Perennial,NATIVE,,Shrub
SCLI,Schoenocrambe linifolia,SCLI,NonWoody,Forb,Perennial,NATIVE,,Forb
SILI5,Sisymbrium linifolium,SCLI,NonWoody,Forb,Perennial,NATIVE,,Forb
HELI6,Hesperidanthus linearifolius,SCLI12,NonWoody,Forb,Perennial,NATIVE,,Forb
SCLI12,Schoenocrambe linearifolia,SCLI12,NonWoody,Forb,Perennial,NATIVE,,Forb
SCMU6,Schkuhria multiflora,SCMU6,NonWoody,Forb,Annual,NATIVE,,Forb
SCNA,Scutellaria nana,SCNA,NonWoody,Forb,Perennial,NATIVE,,Forb
SCNE,Scirpus nevadensis,SCNE,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
SCPA,Schedonnardus paniculatus,SCPA,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
SCSC,Schizachyrium scoparium,SCSC,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
SEBA3,Senna bauhinioides,SEBA3,NonWoody,Forb,Perennial,NATIVE,,Forb
SECAL,Secale,SECAL,NonWoody,Graminoid,Annual,EXOTIC,,Graminoid
SECE,Secale cereale,SECE,NonWoody,Graminoid,Annual,EXOTIC,INVASIVE,Graminoid
SECR,Senecio crassulus,SECR,NonWoody,Forb,Perennial,NATIVE,,Forb
SEDE2,Selaginella densa,SEDE2,NonWoody,Forb,Perennial,NATIVE,,Forb
SEDES,Selaginella densa var. scopulorum,SEDES,NonWoody,Forb,Perennial,NATIVE,,Forb
SEDUM,Sedum,SEDUM,NonWoody,Succulent,Perennial,NATIVE,,Shrub
SEER2,Senecio eremophilus,SEER2,NonWoody,Forb,Perennial,NATIVE,,Forb
SEERK,Senecio eremophilus var. kingii,SEERK,NonWoody,Forb,Perennial,NATIVE,,Forb
SEFL3,Senecio flaccidus,SEFL3,Woody,SubShrub,Perennial,NATIVE,,Shrub
ACGR,Acacia greggii,SEGR4,Woody,Shrub,Perennial,NATIVE,,Shrub
ACGRA,Acacia greggii var. arizonica,SEGR4,Woody,Shrub,Perennial,NATIVE,,Shrub
