ORIG_OID,OVERLAP_OID,ProjectKey,PrimaryKey,DateVisited
3756,40125,BLM_AIM,15062410183577822015-09-01,2015-06-23
3757,12488,BLM_AIM,15062410310042692015-09-01,2015-06-23
3758,30285,BLM_AIM,15062410363266632015-09-01,2015-06-23
3759,29953,BLM_AIM,15062410465675892015-09-01,2015-06-23
3760,40031,BLM_AIM,15062412214386622015-09-01,2015-06-23
3761,41517,BLM_AIM,15062412242242002015-09-01,2015-06-23
3762,6254,BLM_AIM,15062413160638872015-09-01,2015-06-23
3763,7170,BLM_AIM,15062413322294032015-09-01,2015-06-23
3764,30530,BLM_AIM,15062416105057682015-09-01,2015-06-23
3765,12612,BLM_AIM,15062417152929702015-09-01,2015-06-24
3766,12500,BLM_AIM,1506241932073162015-09-01,2015-06-15
3767,44464,BLM_AIM,15062507310718542015-09-01,2015-06-24
3768,12329,BLM_AIM,15062508012828012015-09-01,2015-06-21
3769,7661,BLM_AIM,15062509253719112015-09-01,2015-06-24
3770,12478,BLM_AIM,15062509535650522015-09-01,2015-06-16
3771,12552,BLM_AIM,15062510492972452015-09-01,2015-06-23
3772,29705,BLM_AIM,15062510583519302015-09-01,2015-06-24
3773,6377,BLM_AIM,150625111318322015-09-01,2015-06-24
3774,36157,BLM_AIM,15062511443832502015-09-01,2015-06-24
3775,7837,BLM_AIM,15062512590455902015-09-01,2015-06-24
3776,9727,BLM_AIM,15062514584581032015-09-01,2015-06-24
3779,59793,BLM_AIM,15062516284372942017-09-01,2017-07-13
3780,36459,BLM_AIM,15062608333922462015-09-01,2015-06-25
3781,42270,BLM_AIM,15062609581924292015-09-01,2015-06-25
3782,9400,BLM_AIM,15062611430828672015-09-01,2015-06-25
3783,42245,BLM_AIM,15062613304115462015-09-01,2015-06-25
3784,35746,BLM_AIM,15062615115250152015-09-01,2015-06-25
3785,8928,BLM_AIM,15062708481277492015-09-01,2015-06-26
3786,36662,BLM_AIM,15062711423764222015-09-01,2015-06-26
3787,36686,BLM_AIM,15062712034741432015-09-01,2015-06-26
3788,8832,BLM_AIM,15062713325132632015-09-01,2015-06-26
3789,38380,BLM_AIM,15062808483347702015-09-01,2015-06-27
3790,38739,BLM_AIM,15062809231899362015-09-01,2015-06-27
3791,10307,BLM_AIM,1506280946593382015-09-01,2015-06-27
3792,26893,BLM_AIM,15062811232296312015-09-01,2015-06-27
3793,38187,BLM_AIM,15062814322528392015-09-01,2015-06-27
3794,10611,BLM_AIM,1506281452446772015-09-01,2015-06-27
3795,38297,BLM_AIM,15062814563815572015-09-01,2015-06-27
3796,26459,BLM_AIM,15062820211374372015-09-01,2015-06-28
3797,31544,BLM_AIM,15062907033877992015-09-01,2015-06-29
3798,41872,BLM_AIM,15062909553265952015-09-01,2015-06-28
3799,12998,BLM_AIM,15062911125595622015-09-01,2015-06-28
3800,18979,BLM_AIM,15062912283412092015-09-01,2015-06-28
3801,7142,BLM_AIM,15062912394962962015-09-01,2015-06-28
3802,41884,BLM_AIM,15062914060619452015-09-01,2015-06-28
3803,7156,BLM_AIM,15062915385796382015-09-01,2015-06-28
3804,24314,BLM_AIM,15062915592258922015-09-01,2015-06-28
3805,7305,BLM_AIM,15063007493579682015-09-01,2015-06-29
3806,43801,BLM_AIM,15063007595234952015-09-01,2015-06-28
3807,59789,BLM_AIM,15063008301661012015-09-01,2015-06-29
3809,59791,BLM_AIM,15063008301661012017-09-01,2017-07-12
3810,41502,BLM_AIM,15063008575479842015-09-01,2015-06-29
3811,6352,BLM_AIM,15063009464350452015-09-01,2015-06-29
3812,25878,BLM_AIM,15063009502139422015-09-01,2015-06-29
3813,12163,BLM_AIM,15063011184819872015-09-01,2015-06-29
3814,7414,BLM_AIM,15063011375661642015-09-01,2015-06-29
3815,23747,BLM_AIM,15063011451867202015-09-01,2015-06-29
3816,28693,BLM_AIM,15063011562764932015-09-01,2015-06-29
3817,41342,BLM_AIM,15063012215798742015-09-01,2015-06-29
3818,38710,BLM_AIM,15063012273625082015-09-01,2015-06-29
3819,20698,BLM_AIM,15063013012864742015-09-01,2015-06-29
3820,9131,BLM_AIM,15063013371484112015-09-01,2015-06-29
3821,6283,BLM_AIM,15063014013898452015-09-01,2015-06-29
3822,7303,BLM_AIM,15063015330577922015-09-01,2015-06-30
3823,23864,BLM_AIM,15063015362666952015-09-01,2015-06-29
3824,6197,BLM_AIM,15063017051684762015-09-01,2015-06-29
3825,12672,BLM_AIM,15063017120819272015-09-01,2015-06-29
3826,12712,BLM_AIM,15063018160041252015-09-01,2015-06-22
3827,12796,BLM_AIM,15070106582044382015-09-01,2015-06-30
3828,46052,BLM_AIM,15070107413242932015-09-01,2015-06-30
3829,38878,BLM_AIM,15070108281434792015-09-01,2015-06-30
3830,30769,BLM_AIM,15070108531070682015-09-01,2015-06-30
3831,26303,BLM_AIM,15070109102638592015-09-01,2015-06-30
3832,34932,BLM_AIM,15070109522557302015-09-01,2015-06-30
3833,6303,BLM_AIM,15070110303994202015-09-01,2015-06-30
3834,7301,BLM_AIM,15070110493980932015-09-01,2015-06-30
3835,42143,BLM_AIM,15070111170973242015-09-01,2015-06-30
3836,36934,BLM_AIM,15070113282080012015-09-01,2015-06-30
3837,28908,BLM_AIM,15070114393368132015-09-01,2015-06-30
3838,26593,BLM_AIM,15070114564664752015-09-01,2015-06-30
3839,12768,BLM_AIM,15070115065570822015-09-01,2015-06-30
3840,13115,BLM_AIM,15070116214517692015-09-01,2015-06-30
3841,5987,BLM_AIM,15070116431381262015-09-01,2015-06-30
3842,37932,BLM_AIM,15070206262814012015-09-01,2015-07-01
3843,30020,BLM_AIM,15070208042989552015-09-01,2015-07-01
3844,28848,BLM_AIM,15070208314538262015-09-01,2015-07-01
3845,28930,BLM_AIM,1507020836376142015-09-01,2015-07-02
3846,26156,BLM_AIM,15070209152182552015-09-01,2015-07-01
3847,35026,BLM_AIM,15070209461449912015-09-01,2015-07-01
3848,18545,BLM_AIM,15070210025040892015-09-01,2015-07-01
3849,36877,BLM_AIM,1507021051251412015-09-01,2015-06-29
3850,6355,BLM_AIM,15070211163957242015-09-01,2015-07-01
3851,28684,BLM_AIM,15070313080737162015-09-01,2015-07-04
3852,20380,BLM_AIM,15070407564540372015-09-01,2015-07-03
3853,20618,BLM_AIM,15070508295915232015-09-01,2015-07-04
3854,28557,BLM_AIM,15070511312990622015-09-01,2015-07-04
3855,21915,BLM_AIM,15070512312390592015-09-01,2015-07-04
3856,22698,BLM_AIM,15070609234794692015-09-01,2015-07-01
3857,42201,BLM_AIM,15070610024959422015-09-01,2015-07-05
3858,59786,BLM_AIM,15070610535843342015-09-01,2015-06-30
3860,59785,BLM_AIM,15070610535843342017-09-01,2017-07-12
3863,59780,BLM_AIM,15070612253166562017-09-01,2017-07-12
3864,42170,BLM_AIM,15070613395457292015-09-01,2015-07-05
3865,36564,BLM_AIM,1507061517234012015-09-01,2015-07-05
3866,24337,BLM_AIM,15070615294988922015-09-01,2015-07-05
3867,7648,BLM_AIM,15070708555762132015-09-01,2015-07-06
3868,35403,BLM_AIM,15070709442191642015-09-01,2015-07-06
3869,44024,BLM_AIM,15070710135036762015-09-01,2015-07-06
3870,24280,BLM_AIM,15070711163840692015-09-01,2015-07-06
3871,7731,BLM_AIM,15070711514827582015-09-01,2015-07-06
3872,31453,BLM_AIM,15070712395325022015-09-01,2015-07-15
3873,7758,BLM_AIM,15070714220476882015-09-01,2015-07-06
3874,43393,BLM_AIM,15070807234945232015-09-01,2015-07-07
3875,23972,BLM_AIM,15070808160251452015-09-01,2015-07-07
3876,43335,BLM_AIM,15070810553265602015-09-01,2015-07-07
3877,8357,BLM_AIM,15070814133581172015-09-01,2015-07-07
3878,9067,BLM_AIM,15070817194671232015-09-01,2015-07-07
3879,11488,BLM_AIM,15070818530776142015-09-01,2015-07-08
3880,43374,BLM_AIM,15070907184057192015-09-01,2015-07-08
3881,7801,BLM_AIM,15070908472623372015-09-01,2015-07-08
3882,35332,BLM_AIM,15070910351212922015-09-01,2015-07-08
3883,10002,BLM_AIM,15070910441323152015-09-01,2015-07-08
3884,20329,BLM_AIM,15070910534214502015-09-01,2015-07-08
3885,43378,BLM_AIM,15070914110538642015-09-01,2015-07-01
3886,8729,BLM_AIM,15070914480170262015-09-01,2015-07-07
3887,33308,BLM_AIM,15070915051443072015-09-01,2015-07-09
3888,9139,BLM_AIM,15070915230324002015-09-01,2015-07-08
3889,38138,BLM_AIM,15071009005858542015-09-01,2015-07-09
3890,34702,BLM_AIM,15071009354061282015-09-01,2015-07-09
3891,30551,BLM_AIM,15071011103379712015-09-01,2015-07-09
3892,9588,BLM_AIM,15071011313717162015-09-01,2015-07-09
3893,38162,BLM_AIM,15071012421243942015-09-01,2015-07-09
3894,33296,BLM_AIM,15071013172129692015-09-01,2015-07-09
3895,31061,BLM_AIM,15071016582290612015-09-01,2015-07-09
3896,9902,BLM_AIM,15071017042861492015-09-01,2015-07-09
3897,30696,BLM_AIM,15071017102135762015-09-01,2015-07-09
3898,34260,BLM_AIM,15071107394890972015-09-01,2015-07-10
3899,34041,BLM_AIM,15071207513914552015-09-01,2015-07-11
3900,34618,BLM_AIM,15071216082515632015-09-01,2015-07-11
3901,6358,BLM_AIM,15071309124872102015-09-01,2015-07-07
3902,6314,BLM_AIM,15071310350437922015-09-01,2015-07-07
3903,5810,BLM_AIM,15071311213414772015-09-01,2015-07-08
3904,20421,BLM_AIM,15071313011030562015-09-01,2015-07-12
3905,35346,BLM_AIM,15071313204041562015-09-01,2015-07-12
3909,17596,NDOW_BIFO,15071313301460402020-07-25,2020-07-25
3913,17568,NDOW_BIFO,15071313373567532020-07-28,2020-07-28
3917,17923,NDOW_BIFO,1507131348511882020-08-07,2020-08-07
3921,17921,NDOW_BIFO,15071313544813732020-07-28,2020-07-28
3923,58957,BLM_AIM,15071313582783042016-09-01,2016-07-12
3924,43106,BLM_AIM,15071314331827452015-09-01,2015-07-12
3925,33863,BLM_AIM,15071407492763142015-09-01,2015-07-13
3926,42965,BLM_AIM,15071408123327012015-09-01,2015-07-13
3930,17621,NDOW_BIFO,15071408324842592020-07-24,2020-07-24
3934,17633,NDOW_BIFO,1507140849409872020-07-23,2020-07-23
3938,17804,NDOW_BIFO,15071409340564032020-07-22,2020-07-22
3939,20472,BLM_AIM,15071409422571852015-09-01,2015-07-13
3941,58965,BLM_AIM,15071409502618672016-09-01,2016-07-12
3945,17822,NDOW_BIFO,15071409520154722020-07-27,2020-07-27
3950,17607,NDOW_BIFO,15071410435129902020-07-26,2020-07-26
3954,17597,NDOW_BIFO,15071411403954362020-07-25,2020-07-25
3958,17808,NDOW_BIFO,1507141305213242020-08-10,2020-08-10
3959,43177,BLM_AIM,15071413230592122015-09-01,2015-07-13
3961,58959,BLM_AIM,15071413254172072016-09-01,2016-07-12
3966,17591,NDOW_BIFO,15071414331052392020-07-26,2020-07-26
3970,17820,NDOW_BIFO,15071414350911472020-07-27,2020-07-27
3975,17583,NDOW_BIFO,15071414551814072020-07-26,2020-07-26
3978,17875,NDOW_BIFO,15071508002163822017-08-01,2017-08-01
3982,17657,NDOW_BIFO,15071508163511902020-07-23,2020-07-23
3986,17857,NDOW_BIFO,15071508330581902020-07-26,2020-07-26
3987,10488,BLM_AIM,15071509484362792015-09-01,2015-07-14
3988,19520,BLM_AIM,1507151028092662015-09-01,2015-07-13
3991,17889,NDOW_BIFO,15071510495410282020-07-25,2020-07-25
3994,17908,NDOW_BIFO,15071510523959792020-07-25,2020-07-25
3996,58427,BLM_AIM,15071510534464262016-09-01,2016-07-11
4000,17878,NDOW_BIFO,1507151115364822020-07-27,2020-07-27
4003,17893,NDOW_BIFO,15071511463195732017-07-30,2017-07-30
4004,10499,BLM_AIM,15071512401970212015-09-01,2015-07-14
4006,17919,NDOW_BIFO,15071514003481162020-07-25,2020-07-25
4009,17901,NDOW_BIFO,15071514211840452020-07-25,2020-07-25
4012,17905,NDOW_BIFO,15071514511679922017-07-17,2017-07-17
4016,17910,NDOW_BIFO,15071515001057612020-07-28,2020-07-28
4017,10530,BLM_AIM,15071515015373162015-09-01,2015-07-14
4018,38150,BLM_AIM,15071515240832902015-09-01,2015-07-14
4019,8732,BLM_AIM,15071515283693792015-09-01,2015-07-14
4020,38755,BLM_AIM,15071516025413912015-09-01,2015-07-14
4021,8843,BLM_AIM,15071516212644512015-09-01,2015-07-13
4022,58447,BLM_AIM,15071516524062792015-09-01,2015-07-14
4023,58448,BLM_AIM,15071516524062792016-09-01,2016-07-11
4024,6454,BLM_AIM,15071517071264802015-09-01,2015-07-14
4026,58487,BLM_AIM,1507160734162912016-09-01,2016-07-11
4030,17897,NDOW_BIFO,15071608013154092020-07-28,2020-07-28
4031,10622,BLM_AIM,15071608123753062015-09-01,2015-07-15
4032,38197,BLM_AIM,15071608350116542015-09-01,2015-07-15
4036,17817,NDOW_BIFO,15071608412286292020-07-26,2020-07-26
4040,17829,NDOW_BIFO,15071608491744592020-07-26,2020-07-26
4041,42927,BLM_AIM,15071610291468292015-09-01,2015-07-14
4042,38251,BLM_AIM,15071610461946172015-09-01,2015-07-15
4043,37518,BLM_AIM,15071611020372272015-09-01,2015-07-15
4044,36819,BLM_AIM,15071611353611152015-09-01,2015-07-15
4045,11022,BLM_AIM,15071612193514312015-09-01,2015-07-15
4046,19675,BLM_AIM,1507161229369972015-09-01,2015-07-15
4047,20517,BLM_AIM,1507161234003272015-09-01,2015-07-15
4048,38133,BLM_AIM,15071613491827552015-09-01,2015-07-15
4049,38284,BLM_AIM,15071614435428912015-09-01,2015-07-15
4050,37399,BLM_AIM,15071615575828132015-09-01,2015-07-15
4051,11901,BLM_AIM,15071617285468862015-09-01,2015-07-16
4052,20578,BLM_AIM,1507170625237802015-09-01,2015-07-16
4053,37035,BLM_AIM,15071709503410212015-09-01,2015-07-16
4054,36290,BLM_AIM,15071709553993122015-09-01,2015-07-16
4055,37264,BLM_AIM,15071713513186612015-09-01,2015-07-16
4056,39010,BLM_AIM,15071714011819992015-09-01,2015-07-16
4057,38655,BLM_AIM,15071714100270002015-09-01,2015-07-16
4058,40562,BLM_AIM,15071810030270002015-09-01,2015-07-17
4059,35402,BLM_AIM,15071810363037642015-09-01,2015-07-17
4060,39612,BLM_AIM,15071814335318752015-09-01,2015-07-17
4061,39333,BLM_AIM,15071815204390102015-09-01,2015-07-17
4062,38965,BLM_AIM,15071909213945742015-09-01,2015-07-18
4063,35635,BLM_AIM,15071910112081572015-09-01,2015-07-18
4064,40716,BLM_AIM,15071910462042192015-09-01,2015-07-18
4065,18648,NDOW_BIFO,15072008380687072015-07-21,2015-07-21
4066,18681,NDOW_BIFO,15072008390179782015-07-21,2015-07-21
4067,18725,NDOW_BIFO,15072008401524072015-07-21,2015-07-21
4068,18747,NDOW_BIFO,15072008403621412015-07-21,2015-07-21
4069,18842,NDOW_BIFO,15072008404927222015-07-20,2015-07-20
4070,18763,NDOW_BIFO,15072008405858162015-07-21,2015-07-21
4071,18550,NDOW_BIFO,15072008411330142015-07-22,2015-07-22
4072,18560,NDOW_BIFO,15072008412469342015-07-22,2015-07-22
4073,18563,NDOW_BIFO,15072008413617622015-07-22,2015-07-22
4074,18555,NDOW_BIFO,1507200841484092015-07-22,2015-07-22
4075,18476,NDOW_BIFO,15072008420010902015-07-23,2015-07-23
4076,18462,NDOW_BIFO,15072008421378982015-07-23,2015-07-23
4077,18406,NDOW_BIFO,15072008423638212015-07-23,2015-07-23
4078,18573,NDOW_BIFO,150720084251262015-07-22,2015-07-22
4079,18611,NDOW_BIFO,15072008430461622015-07-22,2015-07-22
4080,18808,NDOW_BIFO,15072008431766992015-07-20,2015-07-20
4081,18771,NDOW_BIFO,1507200843308162015-07-21,2015-07-21
4082,5962,BLM_AIM,15072009273583042015-09-01,2015-07-13
4083,6762,BLM_AIM,1507201223003432015-09-01,2015-07-13
4084,34972,BLM_AIM,15072013014932062015-09-01,2015-07-19
4085,6402,BLM_AIM,15072013483837062015-09-01,2015-07-15
4086,6315,BLM_AIM,15072013490733242015-09-01,2015-07-15
4087,6322,BLM_AIM,150720134938652015-09-01,2015-07-14
4088,20691,BLM_AIM,15072015185686212015-09-01,2015-07-19
4090,16076,NDOW_BIFO,15072017351277062020-07-11,2020-07-11
4091,11554,BLM_AIM,15072017411597872015-09-01,2015-07-19
4092,11458,BLM_AIM,1507201842135732015-09-01,2015-07-19
4094,16018,NDOW_BIFO,15072108053196772020-07-10,2020-07-10
4096,15939,NDOW_BIFO,15072109023372002020-07-11,2020-07-11
4097,35930,BLM_AIM,15072109120922562015-09-01,2015-07-20
4098,10466,BLM_AIM,15072109464833252015-09-01,2015-07-20
4099,35663,BLM_AIM,15072110240455432015-09-01,2015-07-20
4101,16056,NDOW_BIFO,15072110305792122020-07-12,2020-07-12
4103,58449,BLM_AIM,15072110435458712016-09-01,2016-07-11
4105,15921,NDOW_BIFO,15072111120145142020-07-11,2020-07-11
4106,20590,BLM_AIM,15072111374277552015-09-01,2015-07-20
4107,11413,BLM_AIM,15072113222859452015-09-01,2015-07-20
4109,16059,NDOW_BIFO,1507211451178242020-07-12,2020-07-12
4110,20478,BLM_AIM,15072115060461542015-09-01,2015-07-20
4112,58523,BLM_AIM,15072115485654092016-09-01,2016-07-10
4113,11312,BLM_AIM,15072117415644452015-09-01,2015-07-20
4114,11928,BLM_AIM,15072118230793402015-09-01,2015-07-15
4115,35960,BLM_AIM,15072118570973522015-09-01,2015-07-21
4116,42234,BLM_AIM,15072206415181082015-09-01,2015-07-14
4118,15898,NDOW_BIFO,15072207360951372020-07-11,2020-07-11
4119,8455,BLM_AIM,15072208472815532015-09-01,2015-07-21
4120,36786,BLM_AIM,15072210105093342015-09-01,2015-07-21
4122,16140,NDOW_BIFO,15072210155830512020-07-12,2020-07-12
4124,16132,NDOW_BIFO,15072210413360502020-07-12,2020-07-12
4125,8289,BLM_AIM,15072213180099392015-09-01,2015-07-21
4126,36602,BLM_AIM,15072214155554072015-09-01,2015-07-21
4128,16126,NDOW_BIFO,1507221620595432020-07-13,2020-07-13
4130,16138,NDOW_BIFO,15072216285982532020-07-13,2020-07-13
4132,59423,BLM_AIM,15072216363724132016-09-01,2016-07-19
4133,20877,BLM_AIM,15072216382724492015-09-01,2015-07-22
4134,8277,BLM_AIM,15072216454976402015-09-01,2015-07-21
4135,11950,BLM_AIM,15072217455793352015-09-01,2015-07-21
4136,35768,BLM_AIM,15072217533338762015-09-01,2015-07-22
4137,11467,BLM_AIM,15072219024972882015-09-01,2015-07-20
4138,8902,BLM_AIM,15072307072476792015-09-01,2015-07-22
4139,8483,BLM_AIM,15072307164712642015-09-01,2015-07-22
4140,12031,BLM_AIM,15072308002739522015-09-01,2015-07-15
4142,16130,NDOW_BIFO,15072308240453652020-07-13,2020-07-13
4143,37972,BLM_AIM,15072309563599712015-09-01,2015-07-22
4144,36003,BLM_AIM,1507231044163402015-09-01,2015-07-22
4145,41973,BLM_AIM,15072314323774752015-09-01,2015-07-22
4146,34940,BLM_AIM,15072406035729442015-09-01,2015-07-23
4147,34776,BLM_AIM,15072409133754432015-09-01,2015-07-23
4148,34743,BLM_AIM,15072411410877152015-09-01,2015-07-23
4149,42594,BLM_AIM,15072413483663022015-09-01,2015-07-23
4150,34751,BLM_AIM,15072414043973882015-09-01,2015-07-23
4151,35717,BLM_AIM,15072418162146502015-09-01,2015-07-24
4152,40494,BLM_AIM,15072511321816272015-09-01,2015-07-24
4153,36171,BLM_AIM,15072514111955012015-09-01,2015-07-24
4154,40814,BLM_AIM,1507251522547282015-09-01,2015-07-24
4155,36743,BLM_AIM,15072518072244962015-09-01,2015-07-25
4156,36688,BLM_AIM,15072616064517622015-09-01,2015-07-25
4157,38421,BLM_AIM,15072708350072362015-09-01,2015-07-26
4158,38186,BLM_AIM,15072709404432942015-09-01,2015-07-26
4159,35988,BLM_AIM,15072711513498392015-09-01,2015-07-26
4160,38644,BLM_AIM,15072712482290102015-09-01,2015-07-26
4162,59541,BLM_AIM,15072713510517292016-09-01,2016-07-17
4163,23925,BLM_AIM,1507271558376212015-09-01,2015-07-08
4164,37419,BLM_AIM,15072808325481612015-09-01,2015-07-27
4165,39560,BLM_AIM,15072808482929332015-09-01,2015-07-27
4166,11944,BLM_AIM,15072809303729622015-09-01,2015-07-27
4167,25022,BLM_AIM,15072809373695992015-09-01,2015-07-27
4168,36675,BLM_AIM,15072811355183412015-09-01,2015-07-27
4169,22866,BLM_AIM,15072812095911902015-09-01,2015-07-27
4170,19747,BLM_AIM,15072813464762502015-09-01,2015-07-27
4172,17858,NDOW_BIFO,15072815525142182016-07-17,2016-07-17
4175,17876,NDOW_BIFO,1507281553288732020-07-28,2020-07-28
4176,17828,NDOW_BIFO,15072815534262972015-07-30,2015-07-30
4177,17851,NDOW_BIFO,15072815535290092015-07-30,2015-07-30
4178,17872,NDOW_BIFO,1507281554038262015-08-01,2015-08-01
4181,17816,NDOW_BIFO,15072815541435652020-08-11,2020-08-11
4184,17798,NDOW_BIFO,15072815542268622020-08-11,2020-08-11
4187,17793,NDOW_BIFO,15072815543673092020-08-11,2020-08-11
4190,17797,NDOW_BIFO,15072815544611362020-08-11,2020-08-11
4193,17881,NDOW_BIFO,15072815545521482020-08-10,2020-08-10
4196,17880,NDOW_BIFO,15072815550548502020-08-10,2020-08-10
4199,17899,NDOW_BIFO,15072815551793962020-08-10,2020-08-10
4200,22753,BLM_AIM,15072816203539292015-09-01,2015-07-27
4201,33977,BLM_AIM,15072816384885742015-09-01,2015-07-27
4203,59436,BLM_AIM,15072817302139152016-09-01,2016-07-19
4204,12267,BLM_AIM,1507290822002162015-09-01,2015-07-28
4205,23196,BLM_AIM,15072908525242802015-09-01,2015-07-28
4207,59399,BLM_AIM,15072909310332632016-09-01,2016-07-18
4208,36970,BLM_AIM,1507291001376262015-09-01,2015-07-28
4209,42035,BLM_AIM,15072911460468452015-09-01,2015-07-23
4210,23070,BLM_AIM,15072911582884962015-09-01,2015-07-28
4211,38093,BLM_AIM,15072912193861162015-09-01,2015-07-28
4212,33561,BLM_AIM,15072912532689792015-09-01,2015-07-28
4213,34222,BLM_AIM,15072913002136132015-09-01,2015-07-28
4214,32260,BLM_AIM,15072914261492382015-09-01,2015-07-28
4215,36128,BLM_AIM,15072916145016952015-09-01,2015-07-28
4216,23151,BLM_AIM,15072916272486412015-09-01,2015-07-28
4217,12091,BLM_AIM,15072916373553592015-09-01,2015-07-26
4218,34300,BLM_AIM,15072917090610242015-09-01,2015-07-28
4219,34226,BLM_AIM,15073007512227142015-09-01,2015-07-29
4220,22365,BLM_AIM,15073008493211112015-09-01,2015-07-29
4221,26965,BLM_AIM,15073008525950112015-09-01,2015-07-29
4222,32323,BLM_AIM,15073009193992952015-09-01,2015-07-29
4223,33817,BLM_AIM,15073010075211202015-09-01,2015-07-29
4224,38462,BLM_AIM,15073010285862702015-09-01,2015-07-29
4225,22419,BLM_AIM,15073012132011292015-09-01,2015-07-29
4226,20677,BLM_AIM,15073012405098392015-09-01,2015-07-29
4227,33966,BLM_AIM,15073014284134952015-09-01,2015-07-29
4228,12369,BLM_AIM,150730164645132015-09-01,2015-08-02
4229,27015,BLM_AIM,15073107241582842015-09-01,2015-07-29
4230,34096,BLM_AIM,15073108014081822015-09-01,2015-07-30
4231,33577,BLM_AIM,15073109450618032015-09-01,2015-07-30
4232,32961,BLM_AIM,15073111432142452015-09-01,2015-07-30
4233,40889,BLM_AIM,15073111580224842015-09-01,2015-07-30
4234,34317,BLM_AIM,15073112525679122015-09-01,2015-07-30
4235,33886,BLM_AIM,15073113054660732015-09-01,2015-07-30
4236,33592,BLM_AIM,1507311542582252015-09-01,2015-07-30
4237,21198,BLM_AIM,15073119534922342015-09-01,2015-07-31
4238,21424,BLM_AIM,15073119552039122015-09-01,2015-07-31
4239,21336,BLM_AIM,15073119561063282015-09-01,2015-08-01
4240,38781,BLM_AIM,15080108113297412015-09-01,2015-07-31
4242,23185,BLM_AIM,15080110345331762015-09-01,2015-07-31
4243,28190,BLM_AIM,15080111023620362015-09-01,2015-07-31
4244,34571,BLM_AIM,15080112473497692015-09-01,2015-07-31
4245,38555,BLM_AIM,15080113263388732015-09-01,2015-07-31
4246,28057,BLM_AIM,15080210162138612015-09-01,2015-08-01
4247,21749,BLM_AIM,15080213215952222015-09-01,2015-08-01
4248,20048,BLM_AIM,15080308315135952015-09-01,2015-07-28
4249,12575,BLM_AIM,15080308493959842015-09-01,2015-08-02
4250,6312,BLM_AIM,15080310230165692015-09-01,2015-07-22
4251,22509,BLM_AIM,150803102326182015-09-01,2015-08-02
4252,6168,BLM_AIM,15080311294611062015-09-01,2015-07-22
4253,6569,BLM_AIM,15080312532376972015-09-01,2015-07-22
4254,6633,BLM_AIM,1508031304323922015-09-01,2015-07-21
4255,19431,BLM_AIM,15080313240846762015-09-01,2015-08-02
4256,20712,BLM_AIM,15080315464293462015-09-01,2015-07-27
4259,60419,BLM_AIM,15080409025995532017-09-01,2017-07-29
4260,28180,BLM_AIM,1508041044234392015-09-01,2015-08-03
4261,30075,BLM_AIM,15080410501594122015-09-01,2015-08-03
4264,60417,BLM_AIM,15080411450835682017-09-01,2017-07-29
4265,10514,BLM_AIM,15080411503433322015-09-01,2015-08-03
4266,39996,BLM_AIM,15080413353359942015-09-01,2015-08-03
4267,37388,BLM_AIM,15080413484358122015-09-01,2015-08-03
4268,9947,BLM_AIM,15080413562950382015-09-01,2015-08-03
4269,36069,BLM_AIM,15080414563375282015-09-01,2015-08-03
4272,60421,BLM_AIM,15080415582195722017-09-01,2017-07-29
4273,20263,BLM_AIM,15080416330471882015-09-01,2015-08-03
4274,35772,BLM_AIM,15080421200524102015-09-01,2015-08-04
4275,37988,BLM_AIM,15080508144593122015-09-01,2015-08-04
4276,7238,BLM_AIM,15080509335576252015-09-01,2015-08-04
4277,41777,BLM_AIM,15080510131560192015-09-01,2015-08-04
4278,41891,BLM_AIM,15080510252916232015-09-01,2015-08-04
4279,12352,BLM_AIM,15080510294154242015-09-01,2015-08-04
4282,60414,BLM_AIM,15080510295064862017-09-01,2017-07-28
4283,7353,BLM_AIM,15080512370693552015-09-01,2015-08-04
4284,12241,BLM_AIM,15080514180291932015-09-01,2015-08-04
4285,38165,BLM_AIM,15080514362159862015-09-01,2015-08-04
4286,41912,BLM_AIM,15080515071828182015-09-01,2015-08-09
4287,20859,BLM_AIM,15080515184979982015-09-01,2015-08-04
4288,41443,BLM_AIM,15080515213628682015-09-01,2015-08-04
4291,59817,BLM_AIM,15080516293317142017-09-01,2017-07-13
4292,35639,BLM_AIM,15080520295849152015-09-01,2015-08-05
4293,42066,BLM_AIM,15080607503827352015-09-01,2015-08-05
4294,38651,BLM_AIM,15080608131925712015-09-01,2015-08-05
4295,11719,BLM_AIM,15080609031433892015-09-01,2015-08-05
4296,21132,BLM_AIM,15080609242640852015-09-01,2015-08-04
4297,12056,BLM_AIM,15080610223315582015-09-01,2015-08-05
4298,38321,BLM_AIM,15080613241171682015-09-01,2015-08-05
4299,35279,BLM_AIM,15080620202774832015-09-01,2015-08-06
4302,17369,NDOW_BIFO,15080711122242020-08-06,2020-08-06
4305,17367,NDOW_BIFO,15080711122698682020-08-06,2020-08-06
4308,17452,NDOW_BIFO,15080711124116212020-07-23,2020-07-23
4312,17464,NDOW_BIFO,15080711125035842020-07-23,2020-07-23
4315,17439,NDOW_BIFO,15080711125429942020-07-28,2020-07-28
4318,17477,NDOW_BIFO,15080711125798822020-07-28,2020-07-28
4322,17505,NDOW_BIFO,15080711130140482020-07-28,2020-07-28
4325,17470,NDOW_BIFO,15080711130470872020-07-23,2020-07-23
4359,56919,NWERN_Mandan,15080712440114922019-10-31,2019-10-31
4374,56918,NWERN_Mandan,15080712440114922022-08-25,2022-08-25
