ORIG_OID,OVERLAP_OID,ProjectKey,PrimaryKey,DateVisited
165,39165,BLM_AIM,1104200917109942011-09-01,2011-08-23
166,39065,BLM_AIM,11042009184592572011-09-01,2011-08-23
167,39008,BLM_AIM,11042009204581502011-09-01,2011-06-19
168,38773,BLM_AIM,11042009231362432011-09-01,2011-05-31
169,40006,BLM_AIM,11042009272673642011-09-01,2011-07-22
170,39946,BLM_AIM,11042009285146052011-09-01,2011-07-22
171,39108,BLM_AIM,11042009300862202011-09-01,2011-06-19
173,39956,BLM_AIM,11042009324712222011-09-01,2011-07-21
174,39220,BLM_AIM,11042009344422632011-09-01,2011-06-01
175,39233,BLM_AIM,11042009375675362011-09-01,2011-06-20
176,39053,BLM_AIM,11042009431627172011-09-01,2011-06-20
177,39720,BLM_AIM,110420094628242011-09-01,2011-08-22
178,39442,BLM_AIM,11042009475793092011-09-01,2011-08-04
179,35854,BLM_AIM,110420095043732011-09-01,2011-07-23
180,35638,BLM_AIM,11042009513611922011-09-01,2011-07-23
181,36406,BLM_AIM,11042009542793612011-09-01,2011-08-08
182,34949,BLM_AIM,11042009555119982011-09-01,2011-05-23
183,34901,BLM_AIM,11042009564296232011-09-01,2011-06-06
184,35467,BLM_AIM,11042009581667172011-09-01,2011-08-10
185,35131,BLM_AIM,11042010000592442011-09-01,2011-06-08
186,36785,BLM_AIM,11042010011815622011-09-01,2011-07-24
187,36622,BLM_AIM,11042010030252712011-09-01,2011-07-24
188,36619,BLM_AIM,11042010043762792011-09-01,2011-07-24
189,36875,BLM_AIM,11042010055979662011-09-01,2011-07-05
190,36240,BLM_AIM,11042010360760422011-09-01,2011-08-08
191,35128,BLM_AIM,11042010411523652011-09-01,2011-08-09
192,34977,BLM_AIM,11042010430219162011-09-01,2011-08-09
193,35230,BLM_AIM,11042010435828362011-09-01,2011-08-09
194,37778,BLM_AIM,11042010463685932011-09-01,2011-06-12
195,38062,BLM_AIM,11042010485628022011-09-01,2011-06-12
196,38577,BLM_AIM,11042010501468622011-09-01,2011-06-13
197,38360,BLM_AIM,11042010514957772011-09-01,2011-06-20
198,39559,BLM_AIM,1104201053078802011-09-01,2011-08-29
199,39542,BLM_AIM,11042010554831912011-09-01,2011-06-14
200,39413,BLM_AIM,11042010564413062011-09-01,2011-06-15
204,40034,BLM_AIM,11042010574391842015-09-01,2015-07-15
208,40107,BLM_AIM,11042010582037232015-09-01,2015-06-17
210,40650,BLM_AIM,11042011025292692014-09-01,2014-07-15
218,38887,BLM_AIM,11042011125054912011-09-01,2011-06-14
219,40024,BLM_AIM,11042011141029572011-09-01,2011-08-16
223,40500,BLM_AIM,11042011145961252015-09-01,2015-07-14
224,35778,BLM_AIM,1104201118315642011-09-01,2011-05-23
225,35507,BLM_AIM,11042011191916672011-09-01,2011-05-22
226,37491,BLM_AIM,11042011251481992011-09-01,2011-07-05
227,37238,BLM_AIM,11042011265089872011-09-01,2011-07-05
228,37435,BLM_AIM,11042011304190562011-09-01,2011-08-10
229,37429,BLM_AIM,11042011323910692011-09-01,2011-08-10
230,37621,BLM_AIM,11042011343855692011-09-01,2011-06-21
231,37251,BLM_AIM,11042011352544812011-09-01,2011-06-21
232,30155,BLM_AIM,11042011370168712011-09-01,2011-09-05
233,29860,BLM_AIM,11042011381885302011-09-01,2011-07-19
234,37213,BLM_AIM,11042011444120692011-09-01,2011-05-17
235,37339,BLM_AIM,11042011452370802011-09-01,2011-06-21
236,37958,BLM_AIM,1104201147002482011-09-01,2011-07-04
237,37723,BLM_AIM,11042011475825782011-09-01,2011-07-04
238,37898,BLM_AIM,11042011483391162011-09-01,2011-06-28
239,38004,BLM_AIM,11042011490684312011-09-01,2011-06-28
240,37827,BLM_AIM,11042011500450702011-09-01,2011-05-29
241,37846,BLM_AIM,11042011504127412011-09-01,2011-07-06
242,37688,BLM_AIM,11042011514218042011-09-01,2011-06-29
243,37663,BLM_AIM,11042011521064682011-09-01,2011-06-29
244,30143,BLM_AIM,11051011371118632011-09-01,2011-06-20
245,20802,BLM_AIM,11051013305578402011-09-01,2011-05-09
246,29892,BLM_AIM,1105101505123832011-09-01,2011-05-17
247,30716,BLM_AIM,11051015062688472011-09-01,2011-05-16
248,29805,BLM_AIM,11051015070128472011-09-01,2011-05-17
249,29682,BLM_AIM,1105101507207022011-09-01,2011-05-17
250,29228,BLM_AIM,11051015080998492011-09-01,2011-05-15
251,29988,BLM_AIM,11051015082917182011-09-01,2011-05-10
252,28909,BLM_AIM,11051015085118672011-09-01,2011-05-15
253,30083,BLM_AIM,11051109281436392011-09-01,2011-05-10
254,20703,BLM_AIM,11051110592117792011-09-01,2011-05-10
256,23256,BLM_AIM,11051112543982892012-09-01,2012-05-06
257,21584,BLM_AIM,11051113183465032011-09-01,2011-06-11
258,21176,BLM_AIM,11051113344820692011-09-01,2011-06-10
259,21105,BLM_AIM,11051113362451272011-09-01,2011-06-09
260,21094,BLM_AIM,11051113385270142011-09-01,2011-06-09
261,21307,BLM_AIM,11051113395018732011-09-01,2011-06-10
262,21085,BLM_AIM,11051113475088772011-09-01,2011-06-08
263,20946,BLM_AIM,11051113492077142011-09-01,2011-05-13
264,20896,BLM_AIM,11051113503759032011-09-01,2011-05-12
265,20868,BLM_AIM,11051113514120242011-09-01,2011-05-23
266,20825,BLM_AIM,11051113525864912011-09-01,2011-05-23
267,20704,BLM_AIM,11051113534819832011-09-01,2011-05-22
268,20670,BLM_AIM,11051113550329252011-09-01,2011-06-08
269,21649,BLM_AIM,11051113574236102011-09-01,2011-06-12
270,21618,BLM_AIM,11051113590963632011-09-01,2011-06-11
271,21670,BLM_AIM,1105111407409152011-09-01,2011-06-12
272,23657,BLM_AIM,1105111417298122011-09-01,2011-08-05
273,23157,BLM_AIM,1105111423364932011-09-01,2011-08-06
274,22972,BLM_AIM,11051114312952972011-09-01,2011-07-08
275,22804,BLM_AIM,11051114334568862011-09-01,2011-07-09
276,24272,BLM_AIM,11051114460738462011-09-01,2011-07-22
277,23238,BLM_AIM,11051114475280452011-09-01,2011-07-23
278,23483,BLM_AIM,11051114505058622011-09-01,2011-07-21
279,24196,BLM_AIM,11051114514337212011-09-01,2011-07-22
280,23749,BLM_AIM,11051114534355302011-09-01,2011-07-21
281,23823,BLM_AIM,11051114544515612011-09-01,2011-07-20
282,24212,BLM_AIM,11051114561377692011-09-01,2011-08-07
283,24909,BLM_AIM,11051208040355422011-09-01,2011-05-11
284,29936,BLM_AIM,11051209500332362011-09-01,2011-05-11
285,29886,BLM_AIM,11051213502892152011-09-01,2011-05-11
286,30702,BLM_AIM,1105170940332582011-09-01,2011-05-16
287,23498,BLM_AIM,11051715272976692011-09-01,2011-05-17
288,23706,BLM_AIM,11051817524323042011-09-01,2011-05-18
289,9445,BLM_AIM,11051908451463112011-09-01,2011-05-18
290,9440,BLM_AIM,11051914150866652011-09-01,2011-05-18
291,30381,BLM_AIM,11051915205315272011-09-01,2011-05-22
292,29386,BLM_AIM,11051916042618912011-09-01,2011-06-20
293,30882,BLM_AIM,11051916055190242011-09-01,2011-06-20
294,29148,BLM_AIM,1105191608458582011-09-01,2011-06-19
295,30734,BLM_AIM,11051916100162722011-09-01,2011-05-22
296,29709,BLM_AIM,11051916105998452011-09-01,2011-05-24
297,30956,BLM_AIM,11051916165898532011-09-01,2011-06-28
298,30183,BLM_AIM,11051916184279002011-09-01,2011-06-12
299,30388,BLM_AIM,11051916192822212011-09-01,2011-06-12
300,30008,BLM_AIM,11051916210033262011-09-01,2011-06-14
301,30962,BLM_AIM,11051916220092532011-09-01,2011-06-14
302,29656,BLM_AIM,11051916225466312011-09-01,2011-06-15
303,30293,BLM_AIM,11051916242891032011-09-01,2011-06-14
304,30840,BLM_AIM,11051916255822482011-09-01,2011-06-13
305,30363,BLM_AIM,11051916270774592011-09-01,2011-06-13
306,30446,BLM_AIM,11051916274975742011-09-01,2011-06-13
307,30933,BLM_AIM,11051916302447742011-09-01,2011-06-27
308,31094,BLM_AIM,11051916351587722011-09-01,2011-06-27
309,30953,BLM_AIM,11051916374934132011-09-01,2011-06-28
310,30831,BLM_AIM,11051916394674452011-09-01,2011-06-27
311,30578,BLM_AIM,11051916414477872011-09-01,2011-06-21
312,31121,BLM_AIM,11051916425286812011-09-01,2011-06-06
313,31223,BLM_AIM,11051916442153062011-09-01,2011-06-21
314,30838,BLM_AIM,11051916454092122011-09-01,2011-06-07
315,30739,BLM_AIM,11051916464736982011-09-01,2011-06-21
316,9619,BLM_AIM,11052008411768312011-09-01,2011-05-19
317,9604,BLM_AIM,11052013490987292011-09-01,2011-05-19
318,9432,BLM_AIM,11052107244193512011-09-01,2011-05-20
319,9410,BLM_AIM,11052111112772022011-09-01,2011-05-20
320,10016,BLM_AIM,11052208354661482011-09-01,2011-05-21
321,10145,BLM_AIM,11052213073924242011-09-01,2011-05-21
322,9982,BLM_AIM,1105230807092752011-09-01,2011-05-22
323,9995,BLM_AIM,11052310384085842011-09-01,2011-05-22
324,10098,BLM_AIM,11052314473229872011-09-01,2011-05-22
325,10092,BLM_AIM,1105240738069432011-09-01,2011-05-23
326,30090,BLM_AIM,11052407403659372011-09-01,2011-05-23
327,22701,BLM_AIM,11052409092996162011-09-01,2011-05-23
328,30202,BLM_AIM,11052414012164612011-09-01,2011-05-23
329,30241,BLM_AIM,11052507310297432011-09-01,2011-05-24
330,7650,BLM_AIM,11052507345864272011-09-01,2011-06-12
331,22792,BLM_AIM,11052509031689182011-09-01,2011-05-24
332,8264,BLM_AIM,11052509430156072011-09-01,2011-05-27
333,8280,BLM_AIM,1105250944187522011-09-01,2011-05-27
334,8576,BLM_AIM,11052509451372652011-09-01,2011-06-09
335,7935,BLM_AIM,11052509511995032011-09-01,2011-05-28
336,7941,BLM_AIM,11052509514621872011-09-01,2011-05-28
337,7738,BLM_AIM,11052509520731342011-09-01,2011-06-12
338,8990,BLM_AIM,11052509534314312011-09-01,2011-06-08
339,8787,BLM_AIM,11052509540289142011-09-01,2011-06-13
340,8903,BLM_AIM,1105250954196652011-09-01,2011-06-08
341,8963,BLM_AIM,11052509543247612011-09-01,2011-06-08
342,8984,BLM_AIM,11052509544750252011-09-01,2011-05-29
343,8886,BLM_AIM,11052509550237982011-09-01,2011-05-29
344,30566,BLM_AIM,11052516583134282011-09-01,2011-05-24
345,5930,BLM_AIM,11052606485517362011-09-01,2011-05-25
346,8138,BLM_AIM,11052715092358022011-09-01,2011-05-26
347,7961,BLM_AIM,11052912200638052011-09-01,2011-05-28
348,8808,BLM_AIM,11053016224591412011-09-01,2011-05-29
349,11623,BLM_AIM,11060316234515332011-09-01,2011-06-02
350,11618,BLM_AIM,11060410152645832011-09-01,2011-06-03
351,11600,BLM_AIM,11060414502771232011-09-01,2011-06-03
352,11616,BLM_AIM,11060507442439442011-09-01,2011-06-04
353,11647,BLM_AIM,11060510362480342011-09-01,2011-06-04
354,11840,BLM_AIM,11060514450283652011-09-01,2011-06-04
355,11691,BLM_AIM,11060608040820652011-09-01,2011-06-05
356,13336,BLM_AIM,11060613533710642011-09-01,2011-06-05
357,13484,BLM_AIM,11060707491722032011-09-01,2011-06-06
358,13603,BLM_AIM,11060712430566852011-09-01,2011-06-06
359,13797,BLM_AIM,11060715453549062011-09-01,2011-06-06
360,23531,BLM_AIM,11060717443217862011-09-01,2011-06-07
361,14450,BLM_AIM,11060808014250182011-09-01,2011-06-07
362,9301,BLM_AIM,11060809485178982011-09-01,2011-06-07
363,35118,BLM_AIM,11060908475986092011-09-01,2011-06-08
364,23670,BLM_AIM,11060909053426142011-09-01,2011-06-08
365,8651,BLM_AIM,11061021001015922011-09-01,2011-06-09
366,8514,BLM_AIM,11061110343789832011-09-01,2011-06-10
367,8383,BLM_AIM,11061112532068132011-09-01,2011-06-10
368,7506,BLM_AIM,1106121254266212011-09-01,2011-06-11
369,7581,BLM_AIM,11061216050485232011-09-01,2011-06-11
370,19054,BLM_AIM,11061317053783382011-09-01,2011-06-12
371,19010,BLM_AIM,11061412594198822011-09-01,2011-06-13
372,18942,BLM_AIM,11061509461740712011-09-01,2011-06-14
373,14430,BLM_AIM,11061516005596222011-09-01,2011-06-14
374,14526,BLM_AIM,11061610130522762011-09-01,2011-06-15
375,14600,BLM_AIM,1106161328201642011-09-01,2011-06-15
376,15840,BLM_AIM,11061707365549822011-09-01,2011-06-16
377,15932,BLM_AIM,11061808064342642011-09-01,2011-06-17
378,15855,BLM_AIM,11061912145281042011-09-01,2011-06-18
379,15595,BLM_AIM,11062007340442472011-09-01,2011-06-19
380,15592,BLM_AIM,11062010251896892011-09-01,2011-06-19
381,15538,BLM_AIM,11062015285624802011-09-01,2011-06-19
382,15520,BLM_AIM,11062111421531182011-09-01,2011-06-20
383,15525,BLM_AIM,11062114322799842011-09-01,2011-06-20
384,15331,BLM_AIM,11062207341484212011-09-01,2011-06-21
385,21426,BLM_AIM,11062310015397462011-09-01,2011-06-22
386,21576,BLM_AIM,11062310022372442011-09-01,2011-06-24
387,21183,BLM_AIM,11062310025562412011-09-01,2011-06-24
388,22235,BLM_AIM,11062410113516172011-09-01,2011-06-23
389,22308,BLM_AIM,11062607585443642011-09-01,2011-06-25
390,22128,BLM_AIM,11062613474270132011-09-01,2011-06-25
391,21261,BLM_AIM,11062614014848262011-09-01,2011-06-25
392,22544,BLM_AIM,11062708195497592011-09-01,2011-06-26
393,21274,BLM_AIM,11062709211313552011-09-01,2011-06-26
394,21562,BLM_AIM,11062712542547532011-09-01,2011-06-26
395,22681,BLM_AIM,11062713045915892011-09-01,2011-06-26
396,18860,BLM_AIM,11062716451887332011-09-01,2011-06-26
397,21655,BLM_AIM,11062808191886222011-09-01,2011-06-27
398,18922,BLM_AIM,1106280928447362011-09-01,2011-06-27
399,22667,BLM_AIM,11062809551028692011-09-01,2011-06-27
400,21707,BLM_AIM,11062811353923712011-09-01,2011-06-27
401,22515,BLM_AIM,11062908143180772011-09-01,2011-06-28
403,22605,BLM_AIM,11062908570864742012-09-01,2012-06-11
404,22517,BLM_AIM,11062911132183352011-09-01,2011-06-28
405,20883,BLM_AIM,11062914584992432011-09-01,2011-06-22
406,20636,BLM_AIM,11062914585759152011-09-01,2011-06-21
407,20875,BLM_AIM,1106291459069422011-09-01,2011-06-22
408,20507,BLM_AIM,11062914591449342011-09-01,2011-06-27
409,20393,BLM_AIM,11062914592123492011-09-01,2011-06-27
410,22627,BLM_AIM,11062916255872982011-09-01,2011-06-28
411,22080,BLM_AIM,11070613154459792011-09-01,2011-07-05
412,21609,BLM_AIM,11070614490112772011-09-01,2011-07-05
413,22589,BLM_AIM,11070708003880812011-09-01,2011-07-06
414,21583,BLM_AIM,11070708392717962011-09-01,2011-07-06
415,21754,BLM_AIM,11070709102513112011-09-01,2011-07-06
416,23343,BLM_AIM,1107071151452502011-09-01,2011-07-06
417,22285,BLM_AIM,11070712022184132011-09-01,2011-07-07
418,22450,BLM_AIM,11070712023567342011-09-01,2011-07-06
419,22818,BLM_AIM,11070712024792392011-09-01,2011-07-07
420,22318,BLM_AIM,11070713050396772011-09-01,2011-07-06
421,23139,BLM_AIM,11070715122675592011-09-01,2011-07-06
422,34603,BLM_AIM,11070716244178382011-09-01,2011-07-24
423,33639,BLM_AIM,11070716263976322011-09-01,2011-07-21
424,33887,BLM_AIM,11070716280410722011-09-01,2011-07-21
425,36314,BLM_AIM,1107071630025842011-09-01,2011-07-23
426,36021,BLM_AIM,11070716360735862011-09-01,2011-07-23
427,35672,BLM_AIM,11070716381739062011-09-01,2011-07-10
428,35555,BLM_AIM,11070716512057292011-09-01,2011-07-10
429,36038,BLM_AIM,11070716530550962011-09-01,2011-07-23
430,35330,BLM_AIM,11070716543881302011-09-01,2011-07-24
431,35462,BLM_AIM,11070716555636432011-09-01,2011-07-24
432,35496,BLM_AIM,11070716585672542011-09-01,2011-07-20
433,35001,BLM_AIM,11070716595645462011-09-01,2011-07-11
434,33650,BLM_AIM,11070717003835852011-09-01,2011-07-21
435,33897,BLM_AIM,11070717014389162011-09-01,2011-07-20
436,35199,BLM_AIM,11070717023927712011-09-01,2011-07-11
437,34953,BLM_AIM,1107071703525132011-09-01,2011-07-11
438,34880,BLM_AIM,11070717044531682011-09-01,2011-07-19
439,33702,BLM_AIM,11070717053859842011-09-01,2011-07-22
440,33994,BLM_AIM,11070717063748082011-09-01,2011-07-08
441,34371,BLM_AIM,11070717074575002011-09-01,2011-07-07
442,34620,BLM_AIM,11070717084070522011-09-01,2011-07-09
443,34797,BLM_AIM,11070717094364832011-09-01,2011-07-09
444,34617,BLM_AIM,11070717104664422011-09-01,2011-07-09
445,34007,BLM_AIM,11070717111216712011-09-01,2011-07-08
446,24192,BLM_AIM,11070909454817202011-09-01,2011-07-08
447,24584,BLM_AIM,11070913141850942011-09-01,2011-07-08
448,23777,BLM_AIM,11071008150185592011-09-01,2011-07-09
449,24041,BLM_AIM,11071012013294662011-09-01,2011-07-09
450,23729,BLM_AIM,11071015285437272011-09-01,2011-07-09
451,22861,BLM_AIM,110711075947482011-09-01,2011-07-10
452,22091,BLM_AIM,11071110310228602011-09-01,2011-07-10
453,19279,BLM_AIM,11071113484610282011-09-01,2011-07-10
454,35397,BLM_AIM,11071207451626162011-09-01,2011-06-19
455,39863,BLM_AIM,11071208081794892011-09-01,2011-08-02
456,35673,BLM_AIM,11071209074761192011-09-01,2011-06-19
457,34376,BLM_AIM,11071210221988292011-09-01,2011-06-20
458,34153,BLM_AIM,11071211343231192011-09-01,2011-06-21
459,37179,BLM_AIM,11071212273793442011-09-01,2011-07-05
460,33273,BLM_AIM,11071213435453152011-09-01,2011-06-26
461,32156,BLM_AIM,11071215162881052011-09-01,2011-06-27
462,23839,BLM_AIM,11071215424257812011-09-01,2011-07-11
463,32401,BLM_AIM,11071216353372922011-09-01,2011-06-27
464,34363,BLM_AIM,11071308224011522011-09-01,2011-06-28
465,23905,BLM_AIM,11071308413741322011-09-01,2011-07-12
466,23713,BLM_AIM,1107131326555622011-09-01,2011-07-12
467,22678,BLM_AIM,11071316525452742011-09-01,2011-07-12
468,23526,BLM_AIM,11071409184817042011-09-01,2011-07-13
469,18631,BLM_AIM,11071416305246872011-09-01,2011-07-11
470,22083,BLM_AIM,11071914483541592011-09-01,2011-07-18
471,21850,BLM_AIM,11072008244616702011-09-01,2011-07-19
472,22078,BLM_AIM,11072009130473572011-09-01,2011-07-19
473,22464,BLM_AIM,11072011374418502011-09-01,2011-07-19
474,21353,BLM_AIM,1107201452437912011-09-01,2011-07-19
475,22561,BLM_AIM,1107201610162202011-09-01,2011-07-19
476,22788,BLM_AIM,11072108581185312011-09-01,2011-07-20
477,23432,BLM_AIM,11072109120461482011-09-01,2011-07-20
478,21536,BLM_AIM,1107211207049992011-09-01,2011-07-20
479,23966,BLM_AIM,11072113574170092011-09-01,2011-07-20
480,22820,BLM_AIM,11072115373146702011-09-01,2011-07-20
481,25048,BLM_AIM,11072211404665312011-09-01,2011-07-21
482,24999,BLM_AIM,11072213521792062011-09-01,2011-07-21
483,24882,BLM_AIM,11072307394370942011-09-01,2011-07-22
484,24775,BLM_AIM,11072310042866212011-09-01,2011-07-22
485,24637,BLM_AIM,11072313011363302011-09-01,2011-07-22
486,24647,BLM_AIM,11072315364478672011-09-01,2011-07-22
487,24031,BLM_AIM,11072409181231932011-09-01,2011-07-23
488,24153,BLM_AIM,11072412310711112011-09-01,2011-07-23
489,23610,BLM_AIM,11072415234780912011-09-01,2011-07-23
490,20531,BLM_AIM,11072507214298132011-09-01,2011-07-24
491,23957,BLM_AIM,11072508154737842011-09-01,2011-07-24
492,20010,BLM_AIM,11072509395242212011-09-01,2011-07-24
493,20102,BLM_AIM,11072512415973882011-09-01,2011-07-24
494,23973,BLM_AIM,11072513425060122011-09-01,2011-07-24
495,22771,BLM_AIM,11072514075874412011-09-01,2011-07-24
496,23555,BLM_AIM,11072514211137502011-09-01,2011-07-25
497,20581,BLM_AIM,11072607304352332011-09-01,2011-07-25
498,19543,BLM_AIM,11072607352025982011-09-01,2011-07-19
499,19485,BLM_AIM,1107260917168932011-09-01,2011-07-18
500,20228,BLM_AIM,11072610074450232011-09-01,2011-07-25
501,20855,BLM_AIM,11072612544668432011-09-01,2011-07-25
503,23688,BLM_AIM,11072614502775462011-09-01,2011-07-25
504,21159,BLM_AIM,11072615390557282011-09-01,2011-07-25
505,19385,BLM_AIM,11072615551383342011-09-01,2011-07-18
506,21098,BLM_AIM,11072707550715772011-09-01,2011-07-26
507,23212,BLM_AIM,11072709134515572011-09-01,2011-07-26
509,7299,BLM_AIM,11072816381475512011-09-01,2011-07-27
510,5597,BLM_AIM,11072818162085162011-09-01,2011-07-27
511,36354,BLM_AIM,11080212441938602011-09-01,2011-08-01
512,36219,BLM_AIM,11080215305323842011-09-01,2011-08-01
513,34404,BLM_AIM,11080308170681472011-09-01,2011-08-02
514,21430,BLM_AIM,11080311304789952011-09-01,2011-08-02
515,33892,BLM_AIM,11080312091142332011-09-01,2011-08-02
516,8926,BLM_AIM,11080312491534902011-09-01,2011-08-02
517,7454,BLM_AIM,11080314390611842011-09-01,2011-08-02
518,25628,BLM_AIM,11080315130725392011-09-01,2011-08-02
519,36014,BLM_AIM,11080315172784492011-09-01,2011-08-02
520,21483,BLM_AIM,11080318121198472011-09-01,2011-08-02
521,19694,BLM_AIM,11080407065046382011-09-01,2011-07-31
522,35452,BLM_AIM,11080407252944472011-09-01,2011-08-03
523,25067,BLM_AIM,11080407311672632011-09-01,2011-08-03
524,21645,BLM_AIM,11080408330971142011-09-01,2011-08-03
525,24902,BLM_AIM,11080410064492532011-09-01,2011-08-03
526,34444,BLM_AIM,11080410270082902011-09-01,2011-08-03
527,24593,BLM_AIM,11080413124167962011-09-01,2011-08-03
528,33381,BLM_AIM,11080414133291382011-09-01,2011-08-03
529,25600,BLM_AIM,11080415583568752011-09-01,2011-08-03
530,25019,BLM_AIM,11080508071052672011-09-01,2011-08-04
531,23674,BLM_AIM,11080508115095172011-09-01,2011-08-04
532,24983,BLM_AIM,11080510561050352011-09-01,2011-08-04
533,23656,BLM_AIM,11080513332169902011-09-01,2011-08-04
534,24115,BLM_AIM,11080514503393902011-09-01,2011-08-04
535,22506,BLM_AIM,1108060943148702011-09-01,2011-08-05
536,24303,BLM_AIM,11080612321369802011-09-01,2011-08-05
537,24149,BLM_AIM,11080615333751852011-09-01,2011-08-05
538,23480,BLM_AIM,11080707540690102011-09-01,2011-08-06
539,23389,BLM_AIM,11080708442050062011-09-01,2011-08-06
540,22914,BLM_AIM,11080710395182922011-09-01,2011-08-06
541,22211,BLM_AIM,11080713583778922011-09-01,2011-08-06
542,22087,BLM_AIM,1108080749063182011-09-01,2011-08-07
543,21386,BLM_AIM,11080810025239612011-09-01,2011-08-07
544,22725,BLM_AIM,1108091000047972011-09-01,2011-08-08
545,22076,BLM_AIM,11080912300265952011-09-01,2011-08-08
546,27338,BLM_AIM,11080914144493902011-09-01,2011-08-08
547,18781,BLM_AIM,11081007443496122011-09-01,2011-08-02
548,21630,BLM_AIM,11081008320820392011-09-01,2011-08-09
549,27376,BLM_AIM,11081009002710512011-09-01,2011-08-09
550,21951,BLM_AIM,11081011003258102011-09-01,2011-08-09
551,27366,BLM_AIM,11081014032789832011-09-01,2011-08-09
555,27499,BLM_AIM,11081112202263572011-09-01,2011-08-10
556,35050,BLM_AIM,11081113580564602011-09-01,2011-07-26
557,19378,BLM_AIM,11081115110480382011-09-01,2011-08-03
558,35588,BLM_AIM,11081115421357802011-09-01,2011-07-20
560,34224,BLM_AIM,11081207172539622011-09-01,2011-07-25
561,35920,BLM_AIM,11081209232933712011-09-01,2011-07-25
562,35176,BLM_AIM,11081210530563632011-09-01,2011-07-25
563,34933,BLM_AIM,11081211391792192011-09-01,2011-07-26
564,36145,BLM_AIM,110816132243322011-09-01,2011-08-08
565,34026,BLM_AIM,11081614382672932011-09-01,2011-08-08
566,35082,BLM_AIM,11081615423768262011-09-01,2011-08-08
567,27153,BLM_AIM,11081615442474952011-09-01,2011-08-15
568,35875,BLM_AIM,11081708123447442011-09-01,2011-08-08
569,27626,BLM_AIM,11081709404687922011-09-01,2011-08-16
570,34382,BLM_AIM,11081712443048842011-09-01,2011-08-09
571,9049,BLM_AIM,11081714103285252011-09-01,2011-08-16
572,27845,BLM_AIM,1108171503529112011-09-01,2011-08-16
573,36449,BLM_AIM,11081715393256132011-09-01,2011-07-31
574,5671,BLM_AIM,11081715442896312011-09-01,2011-08-16
575,37201,BLM_AIM,11081807004046472011-09-01,2011-07-20
576,37017,BLM_AIM,11081807213676532011-09-01,2011-07-20
577,37015,BLM_AIM,11081807340268412011-09-01,2011-07-14
578,36335,BLM_AIM,11081807562944132011-09-01,2011-07-31
579,34449,BLM_AIM,11081808071393772011-09-01,2011-07-25
580,34533,BLM_AIM,11081808095090902011-09-01,2011-08-09
581,21077,BLM_AIM,11081808224527422011-09-01,2011-08-17
582,34740,BLM_AIM,11081808240831492011-09-01,2011-07-27
583,37132,BLM_AIM,11081808482575142011-09-01,2011-07-19
584,36263,BLM_AIM,11081809003099512011-09-01,2011-07-20
585,37235,BLM_AIM,11081809114988602011-09-01,2011-07-19
586,36841,BLM_AIM,11081809155841042011-09-01,2011-08-09
587,37839,BLM_AIM,11081809205771462011-09-01,2011-07-31
590,37838,BLM_AIM,11081809205771462015-09-01,2015-08-12
591,36344,BLM_AIM,11081809325131142011-09-01,2011-07-19
592,37605,BLM_AIM,11081809391094222011-09-01,2011-07-31
593,37980,BLM_AIM,11081809515773832011-09-01,2011-07-13
594,37859,BLM_AIM,11081810082770762011-09-01,2011-07-13
595,6386,BLM_AIM,11081810153848432011-09-01,2011-08-17
596,37632,BLM_AIM,11081810165258852011-09-01,2011-07-12
597,27846,BLM_AIM,11081810375027152011-09-01,2011-08-17
598,36715,BLM_AIM,11081810392622752011-09-01,2011-08-08
599,32627,BLM_AIM,11081810504959502011-09-01,2011-08-01
600,20929,BLM_AIM,1108181058544542011-09-01,2011-08-17
601,34999,BLM_AIM,11081811253864612011-09-01,2011-08-01
602,6809,BLM_AIM,1108181223078222011-09-01,2011-08-17
603,34904,BLM_AIM,11081812271796372011-09-01,2011-07-27
604,35545,BLM_AIM,11081812485570102011-09-01,2011-07-26
605,33670,BLM_AIM,11081813184977582011-09-01,2011-08-09
606,9163,BLM_AIM,11081813284089712011-09-01,2011-08-17
607,32832,BLM_AIM,11081814174577782011-09-01,2011-08-09
608,5638,BLM_AIM,11081814245075332011-09-01,2011-08-17
609,20693,BLM_AIM,11081908473182902011-09-01,2011-08-18
610,6090,BLM_AIM,11081910230669472011-09-01,2011-08-18
611,20610,BLM_AIM,11081911264487442011-09-01,2011-08-18
612,7482,BLM_AIM,11081913554036922011-09-01,2011-08-18
613,9088,BLM_AIM,11081915191463732011-09-01,2011-08-18
614,21450,BLM_AIM,11082010264113492011-09-01,2011-08-19
615,21422,BLM_AIM,11082013195059562011-09-01,2011-08-19
616,21397,BLM_AIM,1108210737552102011-09-01,2011-08-20
617,21181,BLM_AIM,11082110262235442011-09-01,2011-08-20
618,21016,BLM_AIM,11082113115397472011-09-01,2011-08-20
619,20488,BLM_AIM,11082115485819982011-09-01,2011-08-20
620,21291,BLM_AIM,11082208024397482011-09-01,2011-08-21
621,21267,BLM_AIM,1108220955294152011-09-01,2011-08-21
622,6079,BLM_AIM,11082210342941292011-09-01,2011-08-21
623,5628,BLM_AIM,11082211452690922011-09-01,2011-08-21
624,5667,BLM_AIM,11082213010167312011-09-01,2011-08-21
625,20942,BLM_AIM,11082213033129242011-09-01,2011-08-21
626,7461,BLM_AIM,11082213595615142011-09-01,2011-08-21
627,6297,BLM_AIM,11082309494632752011-09-01,2011-08-22
628,6443,BLM_AIM,11082311042529102011-09-01,2011-08-22
