FID_TrtPoly009,Prj_ID,Trt_ID,init_date_est,comp_date_est,Trt_Type_Major,Trt_Type_Sub,Treatment_Type,TrtPolyID,FID_MLRA,MLRA_ID,MLRARSYM,MLRA_NAME,LRRSYM,LRR_NAME,Shape_Length,Shape_Area
756,8369,22895,9/21/1983,9/21/1983,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,7694,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,27644.230346058327996,13243521.919833848252892
757,8371,22900,12/11/2012,12/13/2012,Prescribed Burn,Prescribed Burn,Prescribed Burn: Pile Burn,7699,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,12552.295688533125940,1027173.256985924905166
758,8373,22903,6/15/1969,6/15/1969,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,7702,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,10219.881033126068360,3157169.416970075573772
759,8373,22904,10/14/1969,10/28/1969,Seeding,Drill Seeding,Ground Seeding: Drill,7703,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,10219.881033126068360,3157169.416970075573772
786,8835,24090,6/15/1960,3/24/1961,Seeding,Drill Seeding,Ground Seeding: Drill,8109,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,17148.495053039710911,11973518.569478804245591
787,8835,24089,6/15/1960,3/24/1961,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,8110,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,17148.495790552511608,11973518.353748762980103
788,8835,24088,6/15/1960,3/24/1961,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,8111,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,17148.495790552511608,11973518.353748762980103
791,8875,24203,9/14/2010,9/14/2013,Prescribed Burn,Prescribed Burn,Prescribed Burn,8136,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,25928.891193526898860,11075950.094061590731144
800,8991,24507,9/9/1957,1/10/1958,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,8259,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,16766.199169731960865,4471765.914230633527040
801,8991,24508,9/9/1957,1/10/1958,Seeding,Drill Seeding,Ground Seeding: Drill,8260,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,16766.200385672334960,4471765.836877238936722
802,8993,24511,7/29/1956,11/16/1956,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,8261,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,24644.705759526412294,5201312.641304470598698
803,8993,24512,7/29/1956,11/16/1956,Seeding,Drill Seeding,Ground Seeding: Drill,8262,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,24644.705912291548884,5201312.463358387351036
877,9793,26570,9/8/2005,9/30/2005,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mowing,8984,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,47402.828723424070631,5016063.141054719686508
899,9995,27158,6/15/1988,6/15/1989,Seeding,Aerial Seeding,Aerial Seeding,9187,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,7692.617989487541308,2695249.789122621994466
900,9995,27159,6/15/1988,6/15/1989,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,9188,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,7692.617989487541308,2695249.789122621994466
919,10313,27961,6/15/1981,6/15/1981,Seeding,Aerial Seeding,Aerial Seeding,9488,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,12437.652720916708859,4685956.041361663490534
921,10381,28132,10/15/2008,11/3/2008,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Lop and Scatter,9552,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,14040.004654799169657,1988423.948977733962238
922,10381,28134,1/10/2011,5/27/2011,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mastication,9553,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,25929.162852077981370,6685340.456210986711085
942,10599,28746,5/1/1999,5/18/1999,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,9751,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,12743.284497182572522,5215183.964783496223390
944,10654,28890,6/15/2002,6/15/2003,Seeding,Ground Seeding,Ground Seeding: Broadcast,9800,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,54080.807239715599280,2281813.820911891292781
951,10847,29391,12/1/2003,12/2/2003,Seeding,Aerial Seeding,Aerial Seeding,9956,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,26719.672070848966541,19638477.035758420825005
957,10994,29822,6/15/1974,6/15/1975,Seeding,Aerial Seeding,Aerial Seeding,10127,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,6605.382150541965530,1641915.114629978779703
981,11179,30292,3/12/2014,3/12/2014,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,10301,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,30699.124835883591004,12194865.046421471983194
985,11234,30440,9/12/2011,4/24/2012,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mastication,10351,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,66032.992001953287399,13081871.827615682035685
986,11239,30471,6/15/2007,6/15/2007,Seeding,Aerial Seeding,Aerial Seeding,10364,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,19425.250046301651309,18800826.328381519764662
1034,11815,31925,9/2/1954,10/23/1954,Seeding,Seeding,Seeding,10835,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,16143.365421692849850,13974352.584190146997571
1035,11819,31949,1/14/2008,1/14/2008,Seeding,Aerial Seeding,Aerial Seeding,10838,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,343781.763372669462115,7513349.595317230559886
1039,11863,32040,6/15/1984,9/15/1984,Seeding,Drill Seeding,Ground Seeding: Drill,10881,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,307644.636246878479142,255461541.398149937391281
1050,12091,32710,10/22/1986,12/4/1986,Seeding,Drill Seeding,Ground Seeding: Drill,11084,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,65777.628806840788457,61327749.560228168964386
1082,12541,33817,9/26/1954,10/9/1954,Seeding,Seeding,Seeding,11494,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,10805.188647491031588,2422024.739451164379716
1091,12594,33958,2/22/2013,2/22/2013,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mastication,11548,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,17182.678754950691655,4151936.584180116653442
1094,12629,34056,4/10/2007,5/14/2007,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mowing,11573,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,13557.983966033900288,3605219.161488302983344
1100,12678,34159,8/8/1989,8/8/1989,Prescribed Burn,Prescribed Burn,Prescribed Burn: Broadcast Burn,11660,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,13024.662257848118315,4697990.669001768343151
1114,12864,34609,6/15/1983,6/15/1984,Seeding,Drill Seeding,Ground Seeding: Drill,11804,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,131906.592082896444481,70310504.139783173799515
1128,13029,35093,3/1/2010,6/10/2010,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mowing,11956,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,23598.183525087097223,2843586.150593831203878
1136,13091,35269,5/1/2012,7/12/2012,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal - Hand Cutting,12038,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,60778.155336136114784,8059441.056179938837886
1287,20487,50566,10/16/2017,11/1/2017,Seeding,Drill Seeding,Ground Seeding: Drill,18815,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,12158.599498976134782,4900257.033060083165765
1322,20555,51011,11/15/2017,12/5/2017,Seeding,Drill Seeding,Ground Seeding: Drill,19001,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,24342.057637330413854,8320059.258255144581199
1323,20556,51015,10/30/2017,11/13/2017,Seeding,Drill Seeding,Ground Seeding: Drill,19002,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,14389.424509368545841,4160934.210312305483967
1324,20557,51018,11/29/2017,12/4/2017,Seeding,Drill Seeding,Ground Seeding: Drill,19003,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,7859.535367725047763,1147424.360941626131535
1325,20559,51025,9/27/2017,10/12/2017,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,19006,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,101535.903873656017822,66055044.436814919114113
1326,20561,51037,11/22/2017,11/22/2017,Seeding,Aerial Seeding,Aerial Seeding,19013,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,9175.205760867369463,3699216.131570426281542
1327,20561,51039,12/9/2017,12/13/2017,Seeding,Drill Seeding,Ground Seeding: Drill,19015,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,10096.836789791132105,1020287.860640376340598
1328,20562,51043,12/19/2018,12/19/2018,Seeding,Ground Seeding,Ground Seeding: Broadcast,19016,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,38139.165107290595188,23314491.359390720725060
1329,20563,51050,10/6/2017,11/20/2017,Seeding,Drill Seeding,Ground Seeding: Drill,19021,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,49235.791750730197236,21510244.448299877345562
1330,20563,51051,2/22/2018,2/22/2018,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,19022,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,19189.537620250303007,19702183.708007819950581
1331,20573,51125,10/2/2013,10/2/2013,Seeding,Drill Seeding,Ground Seeding: Drill,19046,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,16066.395660671489168,1734107.947752976557240
1332,20577,51149,12/13/2013,12/13/2013,Seeding,Aerial Seeding,Aerial Seeding,19053,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,14820.487083769448873,4157602.824370954651386
1333,20580,51169,10/1/2010,9/30/2012,Seeding,Aerial Seeding,Aerial Seeding,19061,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,99661.127764376578853,39735265.395136654376984
1560,22180,58481,10/19/2019,10/23/2019,Seeding,Aerial Seeding,Aerial Seeding: Fixed Wing,21887,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,50684.550335207524768,14139566.477954618632793
1693,24727,69623,1/18/2021,1/20/2021,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,28775,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,34565.304877217771718,13457108.724317928776145
1694,24727,69622,1/17/2021,1/17/2021,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,28776,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,22380.043632780561893,1729692.844515735981986
1695,24727,69625,9/1/2022,9/15/2022,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,28777,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,54277.685594372851483,17499188.087604995816946
1696,24727,69624,1/17/2021,1/17/2021,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,28778,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,3643.009144848624601,593111.436534856329672
1746,25267,71672,1/8/2020,1/8/2020,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,29957,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,26970.453848090641259,301880.710163432231639
1763,25793,73261,11/1/2011,12/31/2011,Seeding,Aerial Seeding,Aerial Seeding,30347,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,15053.514868080015731,4563820.663707930594683
1419,21295,54422,1/9/2018,2/27/2018,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,20288,26,26,25,Owyhee High Plateau,D,Western Range and Irrigated Region,624289.605830856715329,12191322.926773898303509
1638,22779,61697,7/25/2000,7/25/2000,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,23187,25,25,24,Humboldt Basin and Range Area,D,Western Range and Irrigated Region,66073.931485524633899,92724610.131086215376854
1639,22783,61709,7/2/2013,9/11/2013,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,23188,25,25,24,Humboldt Basin and Range Area,D,Western Range and Irrigated Region,148543.869358864059905,176938398.913827151060104
1640,22783,63858,9/20/2015,9/20/2015,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,23192,25,25,24,Humboldt Basin and Range Area,D,Western Range and Irrigated Region,54321.464603203035949,26259875.028813220560551
1644,22795,61762,11/2/2020,11/2/2020,Seeding,Aerial Seeding,Aerial Seeding,23204,25,25,24,Humboldt Basin and Range Area,D,Western Range and Irrigated Region,16921.559542423230596,9002266.592509144917130
1645,22795,61764,11/3/2020,11/3/2020,Seeding,Aerial Seeding,Aerial Seeding,23205,25,25,24,Humboldt Basin and Range Area,D,Western Range and Irrigated Region,23052.221734476017446,16836687.674379322677851
1650,22813,61829,10/1/2019,4/1/2020,Seeding,Drill Seeding,Ground Seeding: Drill,23221,25,25,24,Humboldt Basin and Range Area,D,Western Range and Irrigated Region,7499.871278018525118,1770288.942277151392773
1651,22813,61997,10/1/2020,4/1/2021,Seeding,Drill Seeding,Ground Seeding: Drill,23222,25,25,24,Humboldt Basin and Range Area,D,Western Range and Irrigated Region,6989.229526471692225,2944708.755955009255558
1653,22828,61938,3/1/2022,11/15/2022,Seeding,Drill Seeding,Ground Seeding: Drill,23250,25,25,24,Humboldt Basin and Range Area,D,Western Range and Irrigated Region,17413.359421398945415,4363739.320443999022245
1659,23220,63873,10/29/2008,11/17/2008,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,24346,25,25,24,Humboldt Basin and Range Area,D,Western Range and Irrigated Region,18185.418403369352745,10289806.319153338670731
1662,23234,63931,9/20/2012,9/20/2012,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,24393,25,25,24,Humboldt Basin and Range Area,D,Western Range and Irrigated Region,11402.297920442797476,1191904.657851826865226
1721,24967,70407,1/15/2020,2/12/2020,Seeding,Ground Seeding,Ground Seeding,29476,25,25,24,Humboldt Basin and Range Area,D,Western Range and Irrigated Region,12168.830460804834729,5900560.759042692370713
1722,24967,70406,10/1/2017,11/30/2017,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,29477,25,25,24,Humboldt Basin and Range Area,D,Western Range and Irrigated Region,19620.287925591630483,9274423.340050529688597
1723,24976,70448,10/8/2019,11/5/2019,Seeding,Drill Seeding,Ground Seeding: Drill,29492,25,25,24,Humboldt Basin and Range Area,D,Western Range and Irrigated Region,16494.719586320319650,4111638.960832368116826
1732,25100,71152,6/15/2022,6/15/2022,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,29755,25,25,24,Humboldt Basin and Range Area,D,Western Range and Irrigated Region,20185.835287754413002,12472890.042057104408741
1751,25337,71835,12/15/2015,12/15/2015,Seeding,Drill Seeding,Ground Seeding: Drill,30015,25,25,24,Humboldt Basin and Range Area,D,Western Range and Irrigated Region,5250.022255229861912,936367.456019410630688
1869,26210,73737,12/25/1967,1/1/1968,Prescribed Burn,Prescribed Burn,Prescribed Burn,30784,25,25,24,Humboldt Basin and Range Area,D,Western Range and Irrigated Region,11590.365233304273715,6774352.400181083008647
171,1795,4998,6/15/2006,6/15/2007,Seeding,Aerial Seeding,Aerial Seeding,1712,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,38381.427599115959310,28237118.256682414561510
1011,11506,31201,2/8/2001,2/9/2001,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,10605,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,26165.303903451855149,8502137.653146335855126
559,6263,17307,3/10/2006,3/11/2006,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,5725,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,14941.362921405583620,7643992.891279588453472
1563,22182,58509,11/25/2018,12/10/2018,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,21910,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,9301.758818619890008,4173328.995218999683857
127,1377,3868,6/15/2007,6/15/2009,Closure/Exclosure,Closure,"Closures (OHV, Livestock, Area): Livestock Closure",1299,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,35962.890818118030438,40171334.453398972749710
1564,22182,58510,9/1/2018,10/24/2018,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,21911,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,1713.015857506414704,148181.745392843062291
1565,22182,58551,6/15/2019,6/15/2019,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,21915,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,1713.015857506414704,148181.745392843062291
1981,25958,73485,4/15/1985,4/15/1985,Prescribed Burn,Prescribed Burn,Prescribed Burn,30532,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,25958.592789828588138,1878913.384853049414232
573,6386,17647,4/28/2009,5/8/2009,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mowing,5860,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,4178.553899720666777,709464.972424373263493
1373,21188,53851,10/1/2019,9/30/2020,Seeding,Aerial Seeding,Aerial Seeding,20052,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,16647.317306787615962,597313.550373040488921
1372,21188,53849,10/1/2018,9/30/2019,Seeding,Aerial Seeding,Aerial Seeding,20049,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,10746.966412001513163,1364065.241837196052074
1369,21188,53838,2/17/2019,3/15/2019,Seeding,Aerial Seeding,Aerial Seeding,20045,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,55118.141262595185253,6848069.561529793776572
1371,21188,55209,10/1/2018,9/30/2018,Seeding,Aerial Seeding,Aerial Seeding,20047,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,86926.418935012770817,12813288.711670517921448
1090,12594,33959,12/13/2013,3/1/2014,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mastication,11547,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,44924.491293262355612,4361305.584408132359385
560,6304,17402,3/4/2007,9/10/2007,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mowing,5764,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,9010.636284866264759,761331.428373968228698
452,4952,13772,8/4/2010,9/13/2010,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mastication,4513,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,16066.185021142655387,557007.728924530558288
537,5837,16108,6/20/1967,6/20/1967,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,5314,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,4764.115655687490289,683483.311673815129325
221,2330,6369,7/15/2005,7/15/2008,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mastication,2160,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,927.394310200687528,35150.445187760276895
23,299,833,3/15/2002,3/15/2002,Seeding,Drill Seeding,Ground Seeding: Drill,298,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,60248.619985400117002,50053895.179929599165916
314,3439,9620,9/15/2006,5/15/2007,Seeding,Aerial Seeding,Aerial Seeding,3105,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,116317.312643839570228,46561757.956170424818993
323,3511,9868,6/15/1987,6/15/1988,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,3169,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,14938.375894139473530,7411582.603996387682855
324,3511,9869,6/15/1987,6/15/1988,Seeding,Drill Seeding,Ground Seeding: Drill,3170,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,14938.375894139473530,7411582.603996387682855
333,3644,10225,10/20/1995,4/10/1996,Seeding,Drill Seeding,Ground Seeding: Drill,3259,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,7503.980192527446889,1026140.988647738005966
344,3737,10482,10/15/2002,3/15/2003,Seeding,Aerial Seeding,Aerial Seeding,3343,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,45722.681747113754682,31919139.944353777915239
355,3836,10762,8/7/2007,8/13/2007,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Lop and Scatter,3422,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,10208.009980702092435,929969.207171046291478
367,3935,11068,8/15/1962,8/15/1962,Seeding,Aerial Seeding,Aerial Seeding: Fixed Wing,3534,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,11454.921372159378734,5164629.842359842732549
369,4047,11375,4/10/1956,5/7/1957,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,3627,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,20357.399190552725486,6261797.941241649910808
370,4047,11376,4/10/1956,5/7/1957,Seeding,Drill Seeding,Ground Seeding: Drill,3628,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,20357.399190552725486,6261797.941241649910808
381,4152,11650,8/1/2012,9/30/2013,Seeding,Aerial Seeding,Aerial Seeding,3757,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,73750.491324366681511,36659913.066293537616730
401,4347,12144,6/15/1982,6/15/1982,Seeding,Aerial Seeding,Aerial Seeding,3936,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,5884.832835056307886,1364416.045411258935928
402,4347,12145,6/15/1982,6/15/1982,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,3937,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,5884.832835056307886,1364416.045411258935928
444,4902,13611,6/15/2007,6/15/2008,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,4462,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,48624.537617789748765,20602866.478775061666965
445,4903,13621,6/15/2004,6/15/2007,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mechanical Thinning,4464,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,233153.432315147016197,56575771.158804818987846
1790,25924,73451,9/1/1981,12/31/1981,Prescribed Burn,Prescribed Burn,Prescribed Burn,30498,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,9444.542537111208730,4052536.824536401778460
1984,25967,73494,9/1/1987,12/31/1987,Prescribed Burn,Prescribed Burn,Prescribed Burn,30541,29,29,28A,Ancient Lake Bonneville,D,Western Range and Irrigated Region,23159.099248895305209,6196658.747167401947081
45,559,1479,7/8/1962,10/18/1963,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,502,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,7596.713797921223886,1682262.579939065501094
46,559,1480,7/8/1962,10/18/1963,Seeding,Drill Seeding,Ground Seeding: Drill,503,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,7596.713797921223886,1682262.579939065501094
87,923,2522,6/15/1969,2/3/1970,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,858,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,17734.753199697050150,13659069.098339553922415
88,923,2523,6/15/1969,2/3/1970,Seeding,Drill Seeding,Ground Seeding: Drill,859,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,17734.753199697050150,13659069.098339553922415
132,1443,4048,8/14/1970,4/1/1971,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,1349,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,26927.555273485686484,16392429.823923608288169
133,1443,4049,4/3/1971,5/15/1971,Seeding,Drill Seeding,Ground Seeding: Drill,1350,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,26927.555273485686484,16392429.823923608288169
158,1714,4761,7/20/2004,10/25/2004,Prescribed Burn,Prescribed Burn,Prescribed Burn: Broadcast Burn,1605,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,16908.924735782933567,3058996.398115050978959
181,1889,5205,8/27/1964,9/1/1965,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,1779,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,11267.107351074248072,1212097.515119236661121
182,1889,5206,8/27/1964,9/1/1965,Seeding,Drill Seeding,Ground Seeding: Drill,1780,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,11267.107351074248072,1212097.515119236661121
222,2345,6418,12/8/2004,12/8/2004,Seeding,Aerial Seeding,Aerial Seeding: Fixed Wing,2166,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,44008.301428447142825,10936699.768875628709793
223,2345,6419,12/8/2004,12/8/2004,Seeding,Aerial Seeding,Aerial Seeding: Fixed Wing,2167,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,26290.116324198170332,6354647.465155229903758
255,2626,7265,6/15/2014,6/15/2014,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal - Hand Cutting,2445,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,120135.272446110029705,16018090.176735233515501
325,3539,9949,2/2/1966,12/12/1966,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,3188,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,10404.747529150245100,4328513.552859596908092
326,3539,9950,2/2/1966,12/12/1966,Seeding,Drill Seeding,Ground Seeding: Drill,3189,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,10404.747529150245100,4328513.552859596908092
581,6509,17948,12/7/2014,12/9/2014,Seeding,Aerial Seeding,Aerial Seeding,5969,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,868960.498732425738126,19316742.000511381775141
582,6509,17947,10/25/2014,12/20/2014,Seeding,Drill Seeding,Ground Seeding: Drill,5970,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,97297.767870389696327,19802862.250074472278357
649,7259,19884,6/7/1965,4/11/1966,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,6647,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,8989.768231096868476,4096663.684764852281660
