FID_TrtPoly009,Prj_ID,Trt_ID,init_date_est,comp_date_est,Trt_Type_Major,Trt_Type_Sub,Treatment_Type,TrtPolyID,FID_MLRA,MLRA_ID,MLRARSYM,MLRA_NAME,LRRSYM,LRR_NAME,Shape_Length,Shape_Area
650,7259,19885,6/7/1965,4/11/1966,Seeding,Drill Seeding,Ground Seeding: Drill,6648,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,8989.768231096868476,4096663.684764852281660
719,7984,21891,2/17/2000,2/19/2000,Seeding,Aerial Seeding,Aerial Seeding,7327,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,47245.855680518994632,9987824.347591126337647
730,8121,22247,10/10/2013,9/30/2016,Closure/Exclosure,Closure,"Closures (OHV, Livestock, Area): Livestock Closure",7468,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,16300.306991363151610,4451296.259342269040644
741,8237,22559,4/2/2007,6/15/2007,Prescribed Burn,Prescribed Burn,Prescribed Burn: Broadcast Burn,7578,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,17535.424112850803795,6161681.951094896532595
742,8237,22560,9/9/2006,8/21/2008,Prescribed Burn,Prescribed Burn,Prescribed Burn: Broadcast Burn,7579,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,26724.768970751963934,30257644.499591168016195
863,9640,26179,10/28/1955,9/18/1956,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,8846,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,17537.696707055605657,16546403.417535724118352
864,9640,26180,10/28/1955,9/18/1956,Seeding,Drill Seeding,Ground Seeding: Drill,8847,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,17537.696707055605657,16546403.417535724118352
968,11082,30037,4/18/1953,5/28/1953,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,10196,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,15859.776043874233437,5176641.436911620199680
969,11082,30038,9/2/1953,9/22/1953,Seeding,Drill Seeding,Ground Seeding: Drill,10197,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,15859.776043874233437,5176641.436911620199680
970,11082,30039,9/2/1953,9/22/1953,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Cultipacking,10198,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,15859.776043874233437,5176641.436911620199680
989,11250,30502,10/5/2012,3/30/2013,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal - Hand Cutting,10381,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,53233.384408595004061,13063537.978173308074474
990,11250,30506,8/15/2011,7/23/2012,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Lop and Scatter,10382,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,33333.733287459384883,24745923.750715628266335
1023,11684,31669,3/1/1966,11/5/1966,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,10747,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,8094.591790005629264,3299091.743963629938662
1024,11684,31670,3/1/1966,11/5/1966,Seeding,Drill Seeding,Ground Seeding: Drill,10748,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,8094.591790005629264,3299091.743963629938662
1025,11686,31674,10/15/1959,10/23/1959,Seeding,Drill Seeding,Ground Seeding: Drill,10750,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,7440.481442412596152,3135380.765013419557363
1026,11686,31673,7/30/1959,9/3/1959,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,10751,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,7440.481442412596152,3135380.765013419557363
1036,11824,73134,10/1/2018,11/30/2018,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mowing,10843,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,37198.752131188492058,1852181.353407271439210
1070,12420,33491,7/1/1966,10/1/1966,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,11395,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,40233.839333027091925,8590748.818365657702088
1071,12420,33492,7/1/1966,10/1/1966,Seeding,Drill Seeding,Ground Seeding: Drill,11396,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,40233.839333027091925,8590748.818365657702088
1120,12932,34828,10/2/1961,4/27/1962,Seeding,Drill Seeding,Ground Seeding: Drill,11863,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,19402.442893529809226,13533193.546308094635606
1121,12932,34829,10/2/1961,4/27/1962,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,11864,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,19402.442893529809226,13533193.546308094635606
1375,21201,53887,12/15/2020,2/15/2020,Seeding,Aerial Seeding,Aerial Seeding,20110,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,42611.290596628852654,12850383.756670514121652
1376,21201,72687,10/14/2019,10/14/2019,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,20112,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,12931.305074359963328,5017398.276148607954383
1434,21378,54895,9/1/2020,12/1/2020,Seeding,Aerial Seeding,Aerial Seeding,20461,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,7525.496689312074523,1316264.762341400841251
1435,21378,54897,12/21/2020,3/21/2021,Seeding,Aerial Seeding,Aerial Seeding,20465,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,26311.638658053587278,8835114.823489606380463
1436,21378,72545,10/15/2020,9/15/2021,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,20466,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,28982.183778094495210,7434581.969942690804601
1500,22004,57553,10/1/2019,12/1/2019,Seeding,Aerial Seeding,Aerial Seeding,21332,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,15922.264152724361338,2324893.951561008580029
1501,22004,72657,10/14/2019,10/14/2019,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,21335,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,22152.584510202537786,4056672.239108057692647
1647,22806,61817,6/15/2020,6/15/2020,Seeding,Aerial Seeding,Aerial Seeding,23210,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,8290.355225777982923,3692141.463755065109581
1648,22806,61816,6/15/2021,6/15/2022,Seeding,Drill Seeding,Ground Seeding: Drill,23212,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,134862.378038811119040,9642472.765159644186497
1649,22806,72505,6/15/2020,6/15/2020,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,23214,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,8290.355225777982923,3692141.463755065109581
1678,24506,68991,10/18/2019,11/1/2019,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Lop and Scatter,28233,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,10927.079311023268019,1803581.077996925916523
1682,24579,69234,1/16/2021,1/16/2021,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,28440,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,6759.191867931597699,1779628.926521282643080
1683,24579,69236,8/14/2021,8/14/2021,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,28441,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,26386.025139739191218,3603588.901671139989048
1684,24579,69233,1/16/2021,1/16/2021,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,28442,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,23197.431167341037508,7125117.800990454852581
1685,24579,69235,8/14/2021,8/16/2021,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,28443,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,46749.762908262113342,12606427.111072417348623
1686,24616,69326,6/15/2021,6/15/2021,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,28520,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,25722.759352508641314,8253121.449703898280859
1687,24616,69325,3/7/2021,3/7/2021,Seeding,Aerial Seeding,Aerial Seeding,28521,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,25633.444007874208182,4918507.363147992640734
1688,24616,69324,3/5/2021,3/5/2021,Seeding,Aerial Seeding,Aerial Seeding,28522,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,40431.283009839025908,11020207.911118213087320
1724,24979,70456,11/9/2020,12/15/2020,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal,29502,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,91345.653371093983878,13041912.230334984138608
1725,24979,70460,11/9/2020,12/15/2020,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Lop and Scatter,29503,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,91345.653371093983878,13041912.230334984138608
1726,25017,70647,10/4/2016,10/30/2016,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal - Hand Cutting,29627,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,15603.159952146470459,3413722.265409221407026
1727,25020,70676,10/1/2019,11/17/2020,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal - Hand Cutting,29637,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,19554.227835504138056,3965931.914773713331670
1748,25326,71806,2/15/2016,6/5/2016,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mastication,29998,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,19515.598406981123844,6377095.280041366815567
1749,25330,71815,12/10/2018,2/15/2019,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Thinning,30004,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,15327.450698332009779,1519359.000169247156009
1750,25330,71816,12/15/2018,3/10/2019,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mastication,30005,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,21389.497382165987801,2317933.892797111999243
1752,25339,71852,10/28/2014,11/19/2014,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mastication,30021,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,9026.197701414903349,549301.310592409688979
1753,25360,71925,10/16/2017,11/30/2017,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Lop and Scatter,30028,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,9320.712063325738200,3248014.296817864757031
1754,25368,71933,10/22/2018,3/1/2019,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mastication,30035,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,21916.649209317805798,1872632.582405251218006
1758,25462,72266,8/18/2006,9/1/2006,Prescribed Burn,Prescribed Burn,Prescribed Burn,30104,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,10966.345484879866490,6690076.579444386065006
1768,25871,73398,8/21/2005,9/20/2005,Prescribed Burn,Prescribed Burn,Prescribed Burn,30445,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,21681.255163155961782,11014053.299158876761794
1771,26022,73549,9/9/1999,9/30/1999,Prescribed Burn,Prescribed Burn,Prescribed Burn,30596,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,6628.677998933381787,41416.516639922141621
1774,26183,73710,10/29/2019,11/6/2019,Prescribed Burn,Prescribed Burn,Prescribed Burn,30757,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,12802.658404013007384,2147892.570330114569515
1775,26241,73768,6/1/1998,9/15/1999,Prescribed Burn,Prescribed Burn,Prescribed Burn,30815,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,48828.300101560940675,19855001.829436667263508
1784,26022,73549,9/9/1999,9/30/1999,Prescribed Burn,Prescribed Burn,Prescribed Burn,30596,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,31039.676868870694307,2020477.087839208310470
1785,26241,73768,6/1/1998,9/15/1999,Prescribed Burn,Prescribed Burn,Prescribed Burn,30815,30,30,28B,Central Nevada Basin and Range,D,Western Range and Irrigated Region,31039.676868870694307,2020477.087839208310470
314,3439,9620,9/15/2006,5/15/2007,Seeding,Aerial Seeding,Aerial Seeding,3105,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,1083.423528361490753,64908.118129008777032
313,3439,9625,9/15/2006,5/15/2007,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,3103,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,1083.423528361490753,64908.118129008777032
480,5395,14926,7/30/1965,12/31/1965,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,4915,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,22533.177571958232875,6256596.072226976975799
481,5395,14927,7/30/1965,12/31/1965,Seeding,Aerial Seeding,Aerial Seeding,4916,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,22533.177571958232875,6256596.072226976975799
402,4347,12145,6/15/1982,6/15/1982,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,3937,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,15155.694051381909958,4825946.416045924648643
401,4347,12144,6/15/1982,6/15/1982,Seeding,Aerial Seeding,Aerial Seeding,3936,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,15155.694051381909958,4825946.416045924648643
226,2432,50970,2/28/2013,2/28/2013,Seeding,Aerial Seeding,Aerial Seeding,2226,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,47686.409851684627938,11248648.275827255100012
35,474,1269,6/27/1966,12/1/1966,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,437,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,47739.353550874853681,15949432.086570650339127
36,474,1270,6/27/1966,12/1/1966,Seeding,Aerial Seeding,Aerial Seeding,438,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,47739.353550874853681,15949432.086570650339127
37,474,1271,6/19/1966,12/1/1966,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,439,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,47739.353550874853681,15949432.086570650339127
52,593,1591,6/15/1983,10/15/1983,Prescribed Burn,Prescribed Burn,Prescribed Burn: Broadcast Burn,539,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,4715.443919338968044,884812.915621246793307
90,948,2582,6/15/1966,6/15/1966,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,878,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,7974.652763530013544,1598966.322692993795499
92,977,2670,1/15/2003,2/22/2003,Seeding,Aerial Seeding,Aerial Seeding: Fixed Wing,896,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,14515.759773243142263,4268419.803941591642797
113,1233,3463,9/13/1961,5/31/1962,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,1143,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,17521.631862396257930,15541843.147389827296138
114,1234,3465,6/7/1965,6/19/1965,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,1144,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,28370.561162562531536,15571894.121191618964076
245,2522,6961,6/6/1966,12/22/1966,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,2324,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,33221.242293210591015,13737165.459151307120919
246,2522,6962,6/6/1966,12/22/1966,Seeding,Aerial Seeding,Aerial Seeding,2325,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,33221.242293210591015,13737165.459151307120919
286,3076,8600,8/15/2005,11/15/2005,Seeding,Aerial Seeding,Aerial Seeding,2829,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,52236.968707195701427,26993541.750075750052929
393,4287,12019,4/5/2004,4/20/2004,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mowing,3872,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,27925.825694964863942,525859.607851368142292
404,4355,48136,4/15/2015,6/1/2015,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Thin and Pile,3946,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,6173.561371406401122,482288.698854082555044
437,4792,13323,11/19/2008,12/13/2008,Prescribed Burn,Prescribed Burn,Prescribed Burn: Pile Burn,4359,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,12173.192161426315579,3093556.978414115030318
470,5248,14541,6/27/1966,12/22/1966,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,4753,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,29210.227201541743852,3624835.498284144792706
471,5248,14542,6/27/1966,12/22/1966,Seeding,Aerial Seeding,Aerial Seeding,4754,51,51,47,Wasatch and Uinta Mountains,E,Rocky Mountain Range and Forest Region,29210.227201541743852,3624835.498284144792706
