PrimaryKey,ORIG_OID
CA_Bishop-LUP-2020_SSS-186_V12020-09-01,42340
CA_Bishop-Slinkard-Fire-ESR-2020_Slinkard-04_V12020-09-01,42341
CA_Bishop-Slinkard-Fire-ESR-2020_Slinkard-05_V12020-09-01,42342
CA_Bishop-Slinkard-Fire-ESR-2020_Slinkard-09_V12020-09-01,42343
CA_Bishop-Slinkard-Fire-ESR-2020_Slinkard-10_V12020-09-01,42344
CA_CA-Applegate-FO-Fuels-2021_49-Mtn-1_V22021-09-01,42345
CA_CA-Applegate-FO-Fuels-2021_49-Mtn-2_V22021-09-01,42346
CA_CA-Applegate-FO-Fuels-2021_Bidwell-Mountain-1_V12021-09-01,42347
CA_CA-Applegate-FO-Fuels-2021_Bidwell-Mountain-2_V12021-09-01,42348
CA_CA-Applegate-FO-Fuels-2021_Bull-Creek-01_V12021-09-01,42349
CA_CA-Applegate-FO-Fuels-2021_Bull-Creek-02_V12021-09-01,42350
CA_CA-Applegate-FO-Fuels-2021_Bull-Creek-04_V12021-09-01,42351
CA_CA-Applegate-FO-Fuels-2021_Bull-Creek-05_V12021-09-01,42352
CA_CA-Applegate-FO-Fuels-2021_Bull-Creek-06_V12021-09-01,42353
CA_CA-Applegate-FO-Fuels-2021_Bull-Creek-07_V12021-09-01,42354
CA_CA-Applegate-FO-Fuels-2021_Crooks-Lake-1_V32021-09-01,42355
CA_CA-Applegate-FO-Fuels-2021_Crooks-Lake-2_V32021-09-01,42356
CA_CA-Applegate-FO-Fuels-2021_Duck-Flat-01_V12021-09-01,42357
CA_CA-Applegate-FO-Fuels-2021_Duck-Flat-02_V12021-09-01,42358
CA_CA-Applegate-FO-Fuels-2021_Duck-Flat-03_V12021-09-01,42359
CA_CA-Applegate-FO-Fuels-2021_Duck-Flat-04_V12021-09-01,42360
CA_CA-Applegate-FO-Fuels-2021_Duck-Flat-05_V12021-09-01,42361
CA_CA-Applegate-FO-Fuels-2021_Duck-Flat-06_V12021-09-01,42362
CA_CA-Applegate-FO-Fuels-2021_Duck-Flat-07_V12021-09-01,42363
CA_CA-Applegate-FO-Fuels-2021_Duck-Flat-08_V12021-09-01,42364
CA_CA-Applegate-FO-Fuels-2021_East-Allotment-2_V32021-09-01,42365
CA_CA-Applegate-FO-Fuels-2021_S-Larkspur-1_V22021-09-01,42366
CA_CA-Applegate-FO-Fuels-2021_S-Larkspur-2_V22021-09-01,42367
CA_CA-Bishop-ESR-Slink_Slink-Z1-01_V12021-09-01,42368
CA_CA-Bishop-ESR-Slink_Slink-Z1-04_V12021-09-01,42369
CA_CA-Bishop-ESR-Slink_Slink-Z1-06_V12021-09-01,42370
CA_CA-Bishop-ESR-Slink_Slink-Z2-10_V12021-09-01,42371
CA_CA-Bishop-ESR-Slink_Slink-Z3-18_V12021-09-01,42372
CA_CA-Bishop-FO-2021_MES-037_V12021-09-01,42373
CA_CA-Bishop-FO-2021_MES-038_V12021-09-01,42374
CA_CA-Bishop-FO-2021_MES-039_V12021-09-01,42375
CA_CA-Bishop-FO-2021_MES-040_V12021-09-01,42376
CA_CA-Bishop-FO-2021_MES-041_V12021-09-01,42377
CA_CA-Bishop-FO-2021_MES-042_V12021-09-01,42378
CA_CA-Bishop-FO-2021_MES-043_V12021-09-01,42379
CA_CA-Bishop-FO-2021_MES-044_V12021-09-01,42380
CA_CA-Bishop-FO-2021_MES-045_V12021-09-01,42381
CA_CA-Bishop-FO-2021_MES-046_V12021-09-01,42382
CA_CA-Bishop-FO-2021_MES-047_V12021-09-01,42383
CA_CA-Bishop-FO-2021_MES-048_V12021-09-01,42384
CA_CA-Bishop-FO-2021_MMDS-278_V12021-09-01,42385
CA_CA-Bishop-FO-2021_MMDS-279_V12021-09-01,42386
CA_CA-Bishop-FO-2021_MMDS-280_V12021-09-01,42387
CA_CA-Bishop-FO-2021_MMDS-281_V12021-09-01,42388
CA_CA-Bishop-FO-2021_MS-121_V12021-09-01,42389
CA_CA-Bishop-FO-2021_MS-125_V12021-09-01,42390
CA_CA-Bishop-FO-2021_MS-126_V12021-09-01,42391
CA_CA-Bishop-FO-2021_MS-127_V12021-09-01,42392
CA_CA-Bishop-FO-2021_MS-128_V12021-09-01,42393
CA_CA-Bishop-FO-2021_MS-129_V12021-09-01,42394
CA_CA-Bishop-FO-2021_MS-130_V12021-09-01,42395
CA_CA-Bishop-FO-2021_MS-131_V12021-09-01,42396
CA_CA-Bishop-FO-2021_MS-132_V12021-09-01,42397
CA_CA-Bishop-FO-2021_MS-133_V12021-09-01,42398
CA_CA-Bishop-FO-2021_MS-134_V12021-09-01,42399
CA_CA-Bishop-FO-2021_MS-135_V12021-09-01,42400
CA_CA-Bishop-FO-2021_MS-137_V12021-09-01,42401
CA_CA-Bishop-FO-2021_MSDS-237_V12021-09-01,42402
CA_CA-Bishop-FO-2021_MSDS-238_V12021-09-01,42403
CA_CA-Bishop-FO-2021_MSDS-239_V12021-09-01,42404
CA_CA-Bishop-FO-2021_MSDS-240_V12021-09-01,42405
CA_CA-Bishop-FO-2021_MSDS-241_V12021-09-01,42406
CA_CA-Bishop-FO-2021_MSDS-242_V12021-09-01,42407
CA_CA-Bishop-FO-2021_MSDS-243_V12021-09-01,42408
CA_CA-Bishop-FO-2021_OTH-334_V12021-09-01,42409
CA_CA-Bishop-FO-2021_PJ-310_V12021-09-01,42410
CA_CA-Bishop-FO-2021_PJ-311_V12021-09-01,42411
CA_CA-Bishop-FO-2021_PJ-313_V12021-09-01,42412
CA_CA-Bishop-FO-2021_SSS-187_V12021-09-01,42413
CA_CA-Bishop-FO-2021_SSS-188_V12021-09-01,42414
CA_CA-Bishop-FO-2021_SSS-189_V12021-09-01,42415
CA_CA-Bishop-FO-2021_SSS-190_V12021-09-01,42416
CA_CA-Bishop-FO-2021_SSS-191_V12021-09-01,42417
CA_CA-Bishop-Veg-Treatment-2021_ContolEPNE-51_V12021-09-01,42418
CA_CA-Bishop-Veg-Treatment-2021_ControlARTR-44_V12021-09-01,42419
CA_CA-Bishop-Veg-Treatment-2021_ControlCORA-58_V12021-09-01,42420
CA_CA-Bishop-Veg-Treatment-2021_ControlForestmountainshrubmix-26_V12021-09-01,42421
CA_CA-Bishop-Veg-Treatment-2021_ControlPUTR-65_V12021-09-01,42422
CA_CA-Bishop-Veg-Treatment-2021_Sinnamon-Control-01-02_V12021-09-01,42423
CA_CA-Bishop-Veg-Treatment-2021_Sinnamon-Control-01-03_V12021-09-01,42424
CA_CA-Bishop-Veg-Treatment-2021_Sinnamon-Control-01-04_V12021-09-01,42425
CA_CA-Bishop-Veg-Treatment-2021_Sinnamon-Control-02-10_V12021-09-01,42426
CA_CA-Bishop-Veg-Treatment-2021_Sinnamon-Control-02-11_V12021-09-01,42427
CA_CA-Bishop-Veg-Treatment-2021_Sinnamon-Control-02-14_V12021-09-01,42428
CA_CA-Bishop-Veg-Treatment-2021_Sinnamon-Control-02-15_V12021-09-01,42429
CA_CA-Bishop-Veg-Treatment-2021_Sinnamon-Control-03-20_V12021-09-01,42430
CA_CA-Bishop-Veg-Treatment-2021_Sinnamon-Control-03-21_V12021-09-01,42431
CA_CA-Bishop-Veg-Treatment-2021_Sinnamon-Cut-01-02_V12021-09-01,42432
CA_CA-Bishop-Veg-Treatment-2021_Sinnamon-Cut-01-03_V12021-09-01,42433
CA_CA-Bishop-Veg-Treatment-2021_Sinnamon-Cut-01-04_V12021-09-01,42434
CA_CA-Bishop-Veg-Treatment-2021_Sinnamon-Cut-02-11_V12021-09-01,42435
CA_CA-Bishop-Veg-Treatment-2021_Sinnamon-Cut-02-12_V12021-09-01,42436
CA_CA-Bishop-Veg-Treatment-2021_Sinnamon-Cut-02-13_V12021-09-01,42437
CA_CA-Bishop-Veg-Treatment-2021_Sinnamon-Cut-02-15_V12021-09-01,42438
CA_CA-Bishop-Veg-Treatment-2021_TreatmentARTR-03_V12021-09-01,42439
CA_CA-Bishop-Veg-Treatment-2021_TreatmentARTR-04_V12021-09-01,42440
CA_CA-Bishop-Veg-Treatment-2021_TreatmentARTR-05_V12021-09-01,42441
CA_CA-Bishop-Veg-Treatment-2021_TreatmentCORA-21_V12021-09-01,42442
CA_CA-Bishop-Veg-Treatment-2021_TreatmentEPNEGRSPLYAN-11_V12021-09-01,42443
CA_CA-Bishop-Veg-Treatment-2021_TreatmentEPNEGRSPLYAN-12_V12021-09-01,42444
CA_CA-Bishop-Veg-Treatment-2021_TreatmentForestmountainshrubmix-72_V12021-09-01,42445
CA_CA-Bishop-Veg-Treatment-2021_TreatmentPUTR-33_V12021-09-01,42446
CA_CA-Bishop-Veg-Treatment-2021_TreatmentPUTR-34_V12021-09-01,42447
CA_CA-Northeastern-California-ESR-2021_Black-Mtn-Juniper-Site-16_V22021-09-01,42448
CA_CA-Northeastern-California-ESR-2021_Black-Mtn-Juniper-Site-19_V22021-09-01,42449
CA_CA-Northeastern-California-ESR-2021_Black-Mtn-Juniper-Site-23_V22021-09-01,42450
CA_CA-Northeastern-California-ESR-2021_Black-Mtn-No-Juniper-Site-04_V22021-09-01,42451
CA_CA-Northeastern-California-ESR-2021_Deep-Cut-186_V32021-09-01,42452
CA_CA-Northeastern-California-ESR-2021_Gold-Fire-01_V12021-09-01,42453
CA_CA-Northeastern-California-ESR-2021_Gold-Fire-02_V12021-09-01,42454
CA_CA-Northeastern-California-ESR-2021_Granitic-Broadcast-01_V32021-09-01,42455
CA_CA-Northeastern-California-ESR-2021_Granitic-Broadcast-02_V32021-09-01,42456
CA_CA-Northeastern-California-ESR-2021_Granitic-Broadcast-03_V32021-09-01,42457
CA_CA-Northeastern-California-ESR-2021_Granitic-Broadcast-07_V32021-09-01,42458
CA_CA-Northeastern-California-ESR-2021_Granitic-Drill-and-Broadcast-25_V32021-09-01,42459
CA_CA-Northeastern-California-ESR-2021_Granitic-Drill-and-Broadcast-26_V32021-09-01,42460
CA_CA-Northeastern-California-ESR-2021_Granitic-Drill-and-Broadcast-27_V32021-09-01,42461
CA_CA-Northeastern-California-ESR-2021_Granitic-Unburned-33_V32021-09-01,42462
CA_CA-Northeastern-California-ESR-2021_Granitic-Unburned-34_V32021-09-01,42463
CA_CA-Northeastern-California-ESR-2021_Granitic-Unburned-35_V32021-09-01,42464
CA_CA-Northeastern-California-ESR-2021_Granitic-Untreated-41_V32021-09-01,42465
CA_CA-Northeastern-California-ESR-2021_Granitic-Untreated-42_V32021-09-01,42466
CA_CA-Northeastern-California-ESR-2021_Granitic-Untreated-43_V32021-09-01,42467
CA_CA-Northeastern-California-ESR-2021_Laura-2-Fire-1_V12021-09-01,42468
CA_CA-Northeastern-California-ESR-2021_Laura-2-Fire-2_V12021-09-01,42469
CA_CA-Northeastern-California-ESR-2021_Laura-2-Fire-3_V12021-09-01,42470
CA_CA-Northeastern-California-ESR-2021_R2-Trumbull-Fire-1_V12021-09-01,42471
CA_CA-Northeastern-California-ESR-2021_R3-Skedaddle-Fire-1_V12021-09-01,42472
CA_CA-Northeastern-California-ESR-2021_Ranch-Fire-Drill-Seeding-1_V12021-09-01,42473
CA_CA-Northeastern-California-ESR-2021_Ranch-Fire-Drill-Seeding-2_V12021-09-01,42474
CA_CA-Northeastern-California-ESR-2021_Ranch-Fire-Drill-Seeding-3_V12021-09-01,42475
CA_CA-Northeastern-California-ESR-2021_Ranch-Fire-Untreated-1_V12021-09-01,42476
CA_CA-Northeastern-California-ESR-2021_Ranch-Fire-Untreated-2_V12021-09-01,42477
CA_CA-Northeastern-California-ESR-2021_Ranch-Fire-Untreated-3_V12021-09-01,42478
CA_CA-Northeastern-California-ESR-2021_Ranch-Fire-Untreated-4_V12021-09-01,42479
CA_CA-Northeastern-California-ESR-2021_Sheldon-Fire-Drill-Seeding-Treatment-07_V12021-09-01,42480
CA_CA-Northeastern-California-ESR-2021_Sheldon-Fire-Drill-Seeding-Treatment-08_V12021-09-01,42481
CA_CA-Northeastern-California-ESR-2021_Sheldon-Fire-Drill-Seeding-Treatment-09_V12021-09-01,42482
CA_CA-Northeastern-California-ESR-2021_Sheldon-Fire-No-Treatment-01_V12021-09-01,42483
CA_CA-Northeastern-California-ESR-2021_Sheldon-Fire-No-Treatment-02_V12021-09-01,42484
CA_CA-Northeastern-California-ESR-2021_Sheldon-Fire-No-Treatment-03_V12021-09-01,42485
CA_CA-Northeastern-California-ESR-2021_Twin-Peaks-6_V52021-09-01,42486
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-Bare-Duck-23_V12021-09-01,42487
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-Bare-Duck-24_V12021-09-01,42488
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-Bare-Duck-25_V12021-09-01,42489
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-Bare-Duck-26_V12021-09-01,42490
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-Bare-Duck-27_V12021-09-01,42491
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-Bare-Duck-29_V12021-09-01,42492
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-No-Treatment-02_V12021-09-01,42493
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-No-Treatment-03_V12021-09-01,42494
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-No-Treatment-04_V12021-09-01,42495
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-No-Treatment-05_V12021-09-01,42496
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-No-Treatment-06_V12021-09-01,42497
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-No-Treatment-07_V12021-09-01,42498
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-No-Treatment-09_V12021-09-01,42499
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-No-Treatment-10_V12021-09-01,42500
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-No-Treatment-11_V12021-09-01,42501
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-Wire-Lakes-15_V12021-09-01,42502
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-Wire-Lakes-16_V12021-09-01,42503
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-Wire-Lakes-17_V12021-09-01,42504
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-Wire-Lakes-18_V12021-09-01,42505
CA_CA-Northeastern-California-ESR-2021_W5-Cold-Springs-Wire-Lakes-19_V12021-09-01,42506
CA_CA-Northeastern-California-ESR-2021_West-Fort-Sage-144_V42021-09-01,42507
CA_CA-Northeastern-California-ESR-2021_West-Fort-Sage-197_V52021-09-01,42508
CA_CA-Northeastern-California-LUP-Revist-2021_A-ARTRT-2_V52021-09-01,42509
CA_CA-Northeastern-California-LUP-Revist-2021_A-ARTRV-1_V52021-09-01,42510
CA_CA-Northeastern-California-LUP-Revist-2021_A-ARTRW-1_V52021-09-01,42511
CA_CA-Northeastern-California-LUP-Revist-2021_Anderson-274_V22021-09-01,42512
CA_CA-Northeastern-California-LUP-Revist-2021_Bare-193_V22021-09-01,42513
CA_CA-Northeastern-California-LUP-Revist-2021_Bare-211_V22021-09-01,42514
CA_CA-Northeastern-California-LUP-Revist-2021_Bare-215_V22021-09-01,42515
CA_CA-Northeastern-California-LUP-Revist-2021_Bare-423_V22021-09-01,42516
CA_CA-Northeastern-California-LUP-Revist-2021_Bicondoa-Plot-05_V22021-09-01,42517
CA_CA-Northeastern-California-LUP-Revist-2021_Black-Mtn-No-Juniper-Site-02_V22021-09-01,42518
CA_CA-Northeastern-California-LUP-Revist-2021_Bull-Creek-100_V22021-09-01,42519
CA_CA-Northeastern-California-LUP-Revist-2021_Bull-Creek-185_V22021-09-01,42520
CA_CA-Northeastern-California-LUP-Revist-2021_D3-ARTRW-3_V42021-09-01,42521
CA_CA-Northeastern-California-LUP-Revist-2021_Deep-Cut-247_V32021-09-01,42522
CA_CA-Northeastern-California-LUP-Revist-2021_Dixie-Valley-408_V22021-09-01,42523
CA_CA-Northeastern-California-LUP-Revist-2021_East-Allotment-1_V32021-09-01,42524
CA_CA-Northeastern-California-LUP-Revist-2021_East-Allotment-1_V42021-09-01,42525
CA_CA-Northeastern-California-LUP-Revist-2021_East-Allotment-3_V32021-09-01,42526
CA_CA-Northeastern-California-LUP-Revist-2021_Home-Camp-5_V22021-09-01,42527
CA_CA-Northeastern-California-LUP-Revist-2021_Home-Camp-New_V22021-09-01,42528
CA_CA-Northeastern-California-LUP-Revist-2021_Horse-Lake-Burned-1_V22021-09-01,42529
CA_CA-Northeastern-California-LUP-Revist-2021_Massacre-Mountain-139_V22021-09-01,42530
CA_CA-Northeastern-California-LUP-Revist-2021_Massacre-Mountain-187_V22021-09-01,42531
CA_CA-Northeastern-California-LUP-Revist-2021_Massacre-Mountain-335_V22021-09-01,42532
CA_CA-Northeastern-California-LUP-Revist-2021_Massacre-Rim-1_V22021-09-01,42533
CA_CA-Northeastern-California-LUP-Revist-2021_Mcdonald-Mountain-459_V22021-09-01,42534
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALNONR1069_V12021-09-01,42535
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALNONR1070_V12021-09-01,42536
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALNONR1071_V12021-09-01,42537
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALNONR1072_V12021-09-01,42538
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALNONR1073_V12021-09-01,42539
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALNONR1074_V12021-09-01,42540
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALNONR1075_V12021-09-01,42541
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALNONR1076_V12021-09-01,42542
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1177_V12021-09-01,42543
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1178_V12021-09-01,42544
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1179_V12021-09-01,42545
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1183_V12021-09-01,42546
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1185_V12021-09-01,42547
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1188_V12021-09-01,42548
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1190_V12021-09-01,42549
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1192_V12021-09-01,42550
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1195_V12021-09-01,42551
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1198_V12021-09-01,42552
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1199_V12021-09-01,42553
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1202_V12021-09-01,42554
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1214_V12021-09-01,42555
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1215_V12021-09-01,42556
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1218_V12021-09-01,42557
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1222_V12021-09-01,42558
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1223_V12021-09-01,42559
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1224_V12021-09-01,42560
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1227_V12021-09-01,42561
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1229_V12021-09-01,42562
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1236_V12021-09-01,42563
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1240_V12021-09-01,42564
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1243_V12021-09-01,42565
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1244_V12021-09-01,42566
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1247_V12021-09-01,42567
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1248_V12021-09-01,42568
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1250_V12021-09-01,42569
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1253_V12021-09-01,42570
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1254_V12021-09-01,42571
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1256_V12021-09-01,42572
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV1259_V12021-09-01,42573
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV2031_V12021-09-01,42574
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV2034_V12021-09-01,42575
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV2037_V12021-09-01,42576
CA_CA-Northeastern-California-LUP-Revist-2021_NORCALRV2038_V12021-09-01,42577
CA_CA-Northeastern-California-LUP-Revist-2021_North-Horse-Lake-2016-Int-01_V22021-09-01,42578
CA_CA-Northeastern-California-LUP-Revist-2021_North-Horse-Lake-2016-Int-27_V22021-09-01,42579
CA_CA-Northeastern-California-LUP-Revist-2021_North-Tablelands-357_V22021-09-01,42580
CA_CA-Northeastern-California-LUP-Revist-2021_Observation-16_V42021-09-01,42581
CA_CA-Northeastern-California-LUP-Revist-2021_Observation-17_V42021-09-01,42582
CA_CA-Northeastern-California-LUP-Revist-2021_Observation-427_V22021-09-01,42583
CA_CA-Northeastern-California-LUP-Revist-2021_Observation-64_V22021-09-01,42584
CA_CA-Northeastern-California-LUP-Revist-2021_Ravendale-Amp-2016-Int-32_V22021-09-01,42585
CA_CA-Northeastern-California-LUP-Revist-2021_Sand-Creek-190_V22021-09-01,42586
CA_CA-Northeastern-California-LUP-Revist-2021_Silva-Flat-830_V22021-09-01,42587
CA_CA-Northeastern-California-LUP-Revist-2021_Silva-Flat-831_V22021-09-01,42588
CA_CA-Northeastern-California-LUP-Revist-2021_Silva-Flat-834_V22021-09-01,42589
CA_CA-Northeastern-California-LUP-Revist-2021_Slate-Creek-457_V22021-09-01,42590
CA_CA-Northeastern-California-LUP-Revist-2021_South-Ash-Valley-484_V22021-09-01,42591
CA_CA-Northeastern-California-LUP-Revist-2021_South-Graves-374_V22021-09-01,42592
CA_CA-Northeastern-California-LUP-Revist-2021_South-McDonald-442_V22021-09-01,42593
CA_CA-Northeastern-California-LUP-Revist-2021_South-Tablelands-216_V22021-09-01,42594
CA_CA-Northeastern-California-LUP-Revist-2021_Stone-1_V22021-09-01,42595
CA_CA-Northeastern-California-LUP-Revist-2021_Tablelands-448_V22021-09-01,42596
CA_CA-Northeastern-California-LUP-Revist-2021_Tule-Mountain-813_V22021-09-01,42597
CA_CA-Northeastern-California-LUP-Revist-2021_Tuledad-162_V22021-09-01,42598
CA_CA-Northeastern-California-LUP-Revist-2021_Tuledad-7_V22021-09-01,42599
CA_CA-Northeastern-California-LUP-Revist-2021_Tuledad-9_V22021-09-01,42600
CA_CA-Northeastern-California-LUP-Revist-2021_Twin-Peaks-296_V42021-09-01,42601
CA_CA-Northeastern-California-LUP-Revist-2021_Twin-Peaks-327_V32021-09-01,42602
CA_CA-Northeastern-California-LUP-Revist-2021_Twin-Peaks-419_V22021-09-01,42603
CA_CA-Northeastern-California-LUP-Revist-2021_WM-WySage1-227_V22021-09-01,42604
CA_CA-Northeastern-California-LUP-Revist-2021_Wall-Canyon-East-43_V22021-09-01,42605
CA_CA-Northeastern-California-LUP-Revist-2021_Wall-Canyon-West-803_V22021-09-01,42606
CA_CA-Northeastern-California-LUP-Revist-2021_West-Beaver-Creek-456_V22021-09-01,42607
CA_CA-Northeastern-California-LUP-Revist-2021_Willow-Creek-1_V22021-09-01,42608
CA_CA-Northeastern-California-LUP-Revist-2021_Winter-Range-NV-130_V22021-09-01,42609
CA_CA-Northeastern-California-LUP-Revist-2021_Winter-Range-NV-340_V22021-09-01,42610
CA_CA-Redding-Camp-Fire-ESR-2021_Jordan-Hill-02_V12021-09-01,42611
CA_CA-Redding-Camp-Fire-ESR-2021_Jordan-Hill-03_V12021-09-01,42612
CA_CA-Redding-Camp-Fire-ESR-2021_Upper-Ridge-01_V12021-09-01,42613
CA_CA-Redding-Carr-Fire-ESR-2021_CON-002_V22021-09-01,42614
CA_CA-Redding-Carr-Fire-ESR-2021_CON-005_V22021-09-01,42615
CA_CA-Redding-Carr-Fire-ESR-2021_CON-007_V22021-09-01,42616
CA_CA-Redding-Carr-Fire-ESR-2021_CON-008_V22021-09-01,42617
CA_CA-Redding-Carr-Fire-ESR-2021_CON-009_V22021-09-01,42618
CA_CA-Redding-Carr-Fire-ESR-2021_CON-010_V22021-09-01,42619
CA_CA-Redding-Carr-Fire-ESR-2021_HDW-046_V22021-09-01,42620
CA_CA-Redding-Carr-Fire-ESR-2021_HDW-047_V22021-09-01,42621
CA_CA-Redding-Carr-Fire-ESR-2021_HDW-048_V22021-09-01,42622
CA_CA-Redding-Carr-Fire-ESR-2021_HDW-049_V22021-09-01,42623
CA_CA-Redding-Carr-Fire-ESR-2021_HDW-050_V22021-09-01,42624
CA_CA-Redding-Carr-Fire-ESR-2021_MIX-086_V22021-09-01,42625
CA_CA-Redding-Carr-Fire-ESR-2021_MIX-088_V22021-09-01,42626
CA_CA-Redding-Carr-Fire-ESR-2021_MIX-091_V22021-09-01,42627
CA_CA-Redding-Carr-Fire-ESR-2021_MIX-092_V22021-09-01,42628
CA_CA-Redding-Carr-Fire-ESR-2021_MIX-094_V22021-09-01,42629
CA_CA-Redding-Carr-Fire-ESR-2021_SEB-129_V22021-09-01,42630
CA_CA-Redding-Carr-Fire-ESR-2021_SEB-130_V22021-09-01,42631
CA_CA-Redding-Carr-Fire-ESR-2021_SEB-131_V22021-09-01,42632
CA_CA-Redding-Carr-Fire-ESR-2021_SEB-133_V22021-09-01,42633
CA_CA-Redding-FO-Klamathon-Fire-ESR-2021_KFB-03_V22021-09-01,42634
CA_CA-Redding-FO-Klamathon-Fire-ESR-2021_KFB-04_V22021-09-01,42635
CA_CA-Redding-FO-Klamathon-Fire-ESR-2021_KFB-08_V22021-09-01,42636
CA_CA-Redding-FO-Klamathon-Fire-ESR-2021_KFB-12_V22021-09-01,42637
CA_CA-Redding-FO-Klamathon-Fire-ESR-2021_KFB-13_V22021-09-01,42638
CA_CA-Ukiah-FO-ESR-2021_Pawnee-Fire-05_V12021-09-01,42639
CA_CA-Ukiah-FO-ESR-2021_Ranch-Fire-01_V12021-09-01,42640
CA_CA-Ukiah-FO-ESR-2021_Ranch-Fire-04_V12021-09-01,42641
CA_CA-Ukiah-FO-ESR-2021_Ranch-Fire-07_V12021-09-01,42642
CA_CA-Ukiah-FO-ESR-2021_Ranch-Fire-13_V12021-09-01,42643
CA_CA-Ukiah-FO-ESR-2021_Ranch-Fire-17_V12021-09-01,42644
CA_CA-Ukiah-FO-ESR-2021_Ranch-Fire-19_V12021-09-01,42645
CA_CA-Ukiah-FO-ESR-2021_Ranch-Fire-20_V12021-09-01,42646
CA_CA-Ukiah-FO-ESR-2021_Ranch-Fire-22_V12021-09-01,42647
CA_CA-Ukiah-FO-ESR-2021_River-Fire-01_V12021-09-01,42648
CA_CA-Ukiah-FO-ESR-2021_River-Fire-02_V12021-09-01,42649
CA_CA-Ukiah-FO-ESR-2021_River-Fire-05_V12021-09-01,42650
CA_CA-Ukiah-FO-ESR-2021_River-Fire-09_V12021-09-01,42651
CA_CA-Ukiah-FO-ESR-2021_River-Fire-10_V12021-09-01,42652
CA_CA-Ukiah-FO-ESR-2021_River-Fire-11_V12021-09-01,42653
CA_CA-Ukiah-FO-ESR-2021_River-Fire-13_V12021-09-01,42654
CA_CA-Ukiah-FO-ESR-2021_River-Fire-15_V12021-09-01,42655
